Gene ID,Gene Symbol,Category,Chromosome,Loci Start,Loci End,Strand,Distance to TSS,PeakID,Significantly Enriched over WCE,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
YBL017C,PEP1,Upstream,chrii,191530,192360,-,-362,Msn2-chr02-191945,y,-0.218268044,0.22386047,0.881111216,0.707361229,0.017736278,-0.069666972
YBL015W,ACH1,Upstream,chrii,193482,194184,+,-289,Msn2-chr02-193865,y,-0.188872081,1.659903078,1.392149757,0.287475277,0.199272259,-0.688463651
tG(GCC)B,,Exon/CD,chrii,197290,197992,-,58,Msn2-chr02-197677,y,0.466884299,0.398548888,0.947251395,0.929187213,0.815847409,0.57983818
YBL013W,FMT1,Exon/CD,chrii,202570,203176,+,817,Msn2-chr02-202873,n,0.271898661,1.657617335,0.651757651,0.119358926,0.001799964,-0.443664836
YBL012C,,Exon/CD,chrii,203306,203752,-,278,Msn2-chr02-203545,y,0.062471689,0.980167444,0.767004802,0.227815847,0.347712345,-0.088750902
YBL011W,SCT1,Exon/CD,chrii,204522,205128,+,1287,Msn2-chr02-204825,n,-0.119451192,0.307491698,0.01188934,-0.137505826,-0.05166978,1.082195865
YBL007C,SLA1,Exon/CD,chrii,215562,216328,-,421,Msn2-chr02-215945,n,0.045073905,1.336155648,0.506716554,0.159556296,0.295515277,0.420654117
YBL007C,SLA1,Exon/CD,chrii,216042,216616,-,37,Msn2-chr02-216329,n,-0.129399508,0.879397745,0.710539586,0.421929862,0.189335142,0.339642769
YBL006C,LDB7,Exon/CD,chrii,216810,217256,-,96,Msn2-chr02-217108,y,0.227199896,2.064874037,1.460496061,0.635761117,0.675957807,0.171072783
YBL005W-B,,Upstream,chrii,220938,221544,+,-89,Msn2-chr02-221241,n,0.345198852,0.593886857,0.994419308,1.110619962,0.392676428,0.16203226
YBL005W-A,,Exon/CD,chrii,221546,221960,+,423,Msn2-chr02-221612,y,0.562979697,2.194094027,2.616353274,1.847857605,0.762521631,0.445271594
tS(AGA)B,,Downstream,chrii,226922,227400,+,86,Msn2-chr02-226844,y,0.707867287,0.545910423,1.19317589,0.841797978,0.730777268,0.835322194
YBL003C,HTA2,Exon/CD,chrii,235274,235848,-,231,Msn2-chr02-235585,n,0.759699059,0.704585032,0.993886952,0.584019007,0.474864698,0.405424138
YBL003C,HTA2,Upstream,chrii,235690,236520,-,-313,Msn2-chr02-236281,y,-0.133256546,1.283430551,1.517372204,0.609560648,-0.153026327,-0.188656655
YBL002W,HTB2,Exon/CD,chrii,236618,237000,+,317,Msn2-chr02-236814,y,0.501546938,0.837965343,1.065922566,0.793903103,0.359355516,0.298608204
YBL001C,ECM15,Exon/CD,chrii,237162,237608,-,82,Msn2-chr02-237385,n,0.070393664,-0.38872706,0.696978893,0.307711219,0.272894532,1.070352437
YBR005W,RCR1,Exon/CD,chrii,245738,246280,+,103,Msn2-chr02-246009,n,-0.114348029,0.408682007,0.616014649,0.130425031,-0.113184636,-0.055203245
YBR006W,UGA2,Exon/CD,chrii,246570,247880,+,215,Msn2-chr02-247225,n,-0.088959403,0.368776349,0.8954287,0.317126217,0.061231183,0.011667223
YBR007C,DSF2,Upstream,chrii,250858,251784,-,-305,Msn2-chr02-251321,n,-0.274723522,0.764580406,0.843291849,0.12658685,0.143189677,-0.368258918
YBR008C,FLR1,Exon/CD,chrii,253258,253768,-,696,Msn2-chr02-253513,n,0.13054201,1.025497832,0.604538283,0.854066926,0.463373391,0.376767739
YBR008C,FLR1,Exon/CD,chrii,253802,254184,-,216,Msn2-chr02-253993,n,0.033978966,0.136956098,0.571763103,0.776162812,0.700999575,0.36311901
YBR008C,FLR1,Upstream,chrii,254026,254472,-,-40,Msn2-chr02-254249,n,-0.189401053,0.096481554,0.448233882,0.709637175,0.560486502,0.379885253
YBR009C,HHF1,Exon/CD,chrii,255338,255720,-,155,Msn2-chr02-255742,y,0.619904324,0.525628997,1.354975612,0.809793749,0.533185105,0.835639887
YBR010W,HHT1,Exon/CD,chrii,256234,256648,+,110,Msn2-chr02-256389,y,0.534271075,1.093323685,1.386906031,0.795264174,0.630202089,0.663178922
YBR012W-B,,Upstream,chrii,259498,260008,+,-116,Msn2-chr02-259753,n,0.389768574,0.434019185,0.719703576,0.939462817,0.286650067,0.353460626
YBR012W-A,,Exon/CD,chrii,260138,260584,+,492,Msn2-chr02-260198,y,0.553119239,1.84397645,2.294137286,1.746838977,0.880171984,0.537648918
tT(AGU)B,,Exon/CD,chrii,266186,266600,+,15,Msn2-chr02-266399,n,0.751136468,-0.29376368,0.90275282,1.091656018,0.868225645,1.075424503
YBR016W,,Upstream,chrii,269706,270312,+,-238,Msn2-chr02-270057,y,0.047266391,1.608219617,0.874237813,0.043859312,0.354219572,-0.191938205
YBR019C,GAL10,Upstream,chrii,278250,278792,-,-169,Msn2-chr02-278521,y,-0.220448627,0.936517551,0.735765708,0.151474093,0.056599686,0.238009074
YBR021W,FUR4,Upstream,chrii,280842,281448,+,-298,Msn2-chr02-281145,n,-0.079011834,-0.198928216,0.564915751,0.52886015,-0.053377435,-0.211554726
YBR025C,OLA1,Upstream,chrii,291722,292264,-,-128,Msn2-chr02-292033,y,-0.188302657,0.280130712,0.949775183,0.717215499,0.252508296,-0.211712925
YBR026C,ETR1,Exon/CD,chrii,292682,293096,-,1130,Msn2-chr02-292889,n,-0.110021436,-0.551855375,-0.179830441,0.722399111,-0.063879273,-0.253201711
YBR031W,RPL4A,Exon/CD,chrii,300394,301096,+,579,Msn2-chr02-300713,n,0.852522446,1.720162835,0.397135034,-0.119874785,0.405132972,0.31940081
YBR035C,PDX3,Upstream,chrii,306730,307336,-,-78,Msn2-chr02-307033,n,0.309880119,-0.203490424,0.629109609,0.257319123,0.489836406,0.440802006
YBR036C,CSG2,Exon/CD,chrii,310058,310440,-,64,Msn2-chr02-310249,n,0.119378653,0.476603048,0.825842659,0.370476044,0.070075631,-0.221536704
YBR037C,SCO1,Upstream,chrii,311338,311720,-,-77,Msn2-chr02-311513,y,-0.529210261,0.314833076,0.486196745,0.635835239,-0.172074614,-0.271617824
tV(UAC)B,,Exon/CD,chrii,326634,327080,-,8,Msn2-chr02-326828,y,0.690376854,0.686151265,1.210514418,1.065261235,1.034307366,0.836085077
YBR048W,RPS11B,Exon/CD,chrii,333386,333896,+,810,Msn2-chr02-333641,n,0.516178984,0.429767185,0.220031524,0.094117875,0.04648275,0.264489505
YBR052C,RFS1,Exon/CD,chrii,339050,339528,-,63,Msn2-chr02-339361,y,-0.092534807,0.395744785,1.123314263,0.788337819,0.350942479,0.617944981
YBR054W,YRO2,Exon/CD,chrii,343210,343688,+,348,Msn2-chr02-343057,n,0.540858068,0.591466286,0.515773479,1.188742876,0.652988288,0.230911781
YBR054W,YRO2,Exon/CD,chrii,343402,344424,+,812,Msn2-chr02-343913,n,0.095696616,0.34121742,0.502306211,0.925735355,0.340931942,-0.239096276
tL(UAA)B2,,Exon/CD,chrii,347402,347816,+,6,Msn2-chr02-347645,y,0.044315628,0.423414698,1.056163013,0.82673048,0.775581482,0.561995434
YBR056W-A,,Upstream,chrii,350954,351432,+,-62,Msn2-chr02-351172,y,-0.030330704,0.721591925,1.668140089,0.906643699,0.074064636,0.203376321
YBR059C,AKL1,Upstream,chrii,360010,360680,-,-158,Msn2-chr02-360345,n,-0.174364532,0.223940906,0.71875425,0.35125798,-0.032703438,-0.045550084
YBR060C,ORC2,Upstream,chrii,362474,363304,-,-375,Msn2-chr02-362889,n,0.005494731,-0.110495489,0.523478938,0.352133584,-0.00596654,-0.185162203
YBR062C,,Exon/CD,chrii,365930,366376,-,447,Msn2-chr02-366153,n,0.50225302,0.203140307,0.42791237,0.339041996,0.163351619,0.129402667
YBR068C,BAP2,Exon/CD,chrii,374282,374856,-,1121,Msn2-chr02-374569,n,0.618215627,0.91551021,0.646220286,0.26026991,0.643189666,0.448953706
YBR068C,BAP2,Exon/CD,chrii,374634,374984,-,881,Msn2-chr02-374905,n,0.636064218,0.278057085,0.370659942,0.50453809,0.424194702,0.84962838
YBR068C,BAP2,Upstream,chrii,375658,376424,-,-351,Msn2-chr02-375869,y,-0.188170435,2.016768535,2.645448361,1.778350364,0.535242281,0.065345275
YBR070C,ALG14,Exon/CD,chrii,379498,379912,-,229,Msn2-chr02-379705,n,0.098861973,0.236933392,0.66230973,0.475379665,0.496534197,0.456836773
YBR073W,RDH54,Exon/CD,chrii,384746,385192,+,1857,Msn2-chr02-384969,n,0.259130903,0.166739002,-0.027842727,-0.129838684,-0.052014119,0.307232008
YBR076C-A,,Upstream,chrii,391370,392040,-,-88,Msn2-chr02-391705,n,-0.107405829,0.613357587,0.841723452,0.399776492,0.200631367,-0.043462767
YBR078W,ECM33,Upstream,chrii,392362,393128,+,-378,Msn2-chr02-392841,y,-0.258286918,1.495010332,1.651579607,1.111495552,0.425668912,-0.191819991
YBR078W,ECM33,Exon/CD,chrii,393386,393832,+,486,Msn2-chr02-393433,y,0.487433662,0.667986401,0.685162399,0.624345619,0.278944276,0.897890216
YBR078W,ECM33,Exon/CD,chrii,394282,394856,+,1446,Msn2-chr02-394569,n,0.59871563,0.590555722,0.42970316,0.231637705,0.299792426,0.383447815
YBR079C,RPG1,Exon/CD,chrii,395626,396168,-,2380,Msn2-chr02-395897,n,0.276147422,1.093522006,-0.074274027,-0.27375091,0.109916173,0.073484771
tD(GUC)B,,Exon/CD,chrii,405642,406312,+,17,Msn2-chr02-406182,y,0.417261522,0.857042102,1.239700795,1.191053414,0.869880816,0.548260575
YBR082C,UBC4,Upstream,chrii,406922,407464,-,-24,Msn2-chr02-407396,y,-0.147742141,0.862545646,1.76984334,1.580563919,0.582099047,0.138351707
YBR084C-A,RPL19A,Upstream,chrii,415402,415816,-,-348,Msn2-chr02-415614,y,0.072799361,1.361354731,0.870697093,0.392287632,0.498616082,-0.107849617
YBR085C-A,,Upstream,chrii,418922,420264,-,-429,Msn2-chr02-419497,y,-0.104170373,1.13927677,2.369427017,2.041763408,0.704832199,0.527898392
YBR090C,,Intron,chrii,426474,427112,-,265,Msn2-chr02-426793,n,0.035475429,0.885919278,0.897686072,0.505228361,0.310618341,0.250498024
YBR101C,FES1,Upstream,chrii,444586,445032,-,-116,Msn2-chr02-444630,y,-0.115260675,1.386005735,2.527986903,2.092705578,1.143186269,0.903168698
YBR105C,VID24,Upstream,chrii,452106,452456,-,-312,Msn2-chr02-452286,y,-0.488965301,1.189455197,1.266756409,0.916068757,-0.088187214,-0.529789923
YBR106W,PHO88,Exon/CD,chrii,452522,452872,+,39,Msn2-chr02-452697,n,0.23258369,0.632831735,0.781392159,0.203543329,0.718857118,1.181199959
YBR107C,IML3,Upstream,chrii,454314,454760,-,-7,Msn2-chr02-454537,n,-0.092153435,-0.185147281,0.256922027,0.032003086,0.047938534,0.839682256
YBR111C,YSA1,Exon/CD,chrii,461386,462312,-,24,Msn2-chr02-461849,n,-0.1857308,0.073516245,0.831594613,0.443882443,-0.045537903,0.186502234
YBR112C,CYC8,Exon/CD,chrii,463722,464168,-,1825,Msn2-chr02-463945,n,0.399008661,1.181819219,0.238312983,-0.031518373,0.5170878,0.193821833
YBR112C,CYC8,Exon/CD,chrii,465226,465736,-,289,Msn2-chr02-465481,n,0.379299315,1.323084385,0.607697401,0.100001175,0.387676787,0.508768226
YBR113W,,Exon/CD,chrii,465802,466184,+,427,Msn2-chr02-466209,y,-0.220927764,-0.067419498,0.847322956,0.849427892,0.47186642,-0.66114572
YBR118W,TEF2,Upstream,chrii,477066,477320,+,-478,Msn2-chr02-477657,y,-0.290633197,1.334733897,1.625463391,0.837252351,0.739469128,1.627799053
YBR118W,TEF2,Exon/CD,chrii,478090,478984,+,866,Msn2-chr02-478441,n,0.9926687,1.683963169,1.038564209,0.907725838,0.711108877,0.557302054
YBR126C,TPS1,Exon/CD,chrii,489002,489576,-,1103,Msn2-chr02-489289,n,0.048388149,0.625715187,0.479137142,0.748241619,0.524989146,1.271822801
YBR126C,TPS1,Exon/CD,chrii,489642,490056,-,543,Msn2-chr02-489849,n,0.266303542,0.696906041,0.679766932,0.740358739,0.495358508,1.127479847
YBR126C,TPS1,Upstream,chrii,490122,491048,-,-193,Msn2-chr02-490581,y,0.387498847,2.789190017,2.621239916,1.4955807,1.07661842,0.72373472
YBR130C,SHE3,Exon/CD,chrii,496458,497128,-,76,Msn2-chr02-496793,n,-0.025723818,-0.122117843,0.525585445,0.347301704,0.09737764,0.200587647
YBR134W,,Exon/CD,chrii,504266,504680,+,230,Msn2-chr02-504548,y,-0.233482014,0.133519979,1.050731354,0.994820626,0.285168888,0.552367934
YBR137W,,Exon/CD,chrii,512426,513672,+,5,Msn2-chr02-513049,n,-0.29206792,0.430255701,0.829313622,0.339057697,0.042254394,0.13200796
YBR139W,,Exon/CD,chrii,515562,515976,+,105,Msn2-chr02-515737,y,0.075217674,-0.166032326,0.598471074,0.643286105,0.399760024,0.014299054
YBR144C,,Upstream,chrii,533226,534056,-,-92,Msn2-chr02-533641,n,0.007492906,0.288214461,0.617049839,0.35194246,0.229912807,0.069542852
YBR145W,ADH5,Exon/CD,chrii,533930,534280,+,343,Msn2-chr02-534105,n,0.504977913,0.381167138,0.507570821,0.05157415,0.678687639,-0.044368317
YBR146W,MRPS9,Exon/CD,chrii,535818,536328,+,813,Msn2-chr02-536073,n,-0.019528314,0.460079433,0.525147257,0.129838374,0.202276962,-0.113482848
YBR149W,ARA1,Upstream,chrii,539562,540264,+,-74,Msn2-chr02-539929,y,-0.251004771,0.094877965,0.984887077,0.811672804,0.195025875,0.107509135
YBR150C,TBS1,Exon/CD,chrii,542762,543144,-,1540,Msn2-chr02-542953,n,-0.233353048,0.026624089,-0.197414254,-0.236633427,0.182046646,1.121312837
YBR150C,TBS1,Exon/CD,chrii,544106,544520,-,180,Msn2-chr02-544313,n,0.369773093,0.611236198,0.782982342,0.530343084,0.170757256,1.309867423
YBR150C,TBS1,Upstream,chrii,544458,545000,-,-236,Msn2-chr02-544718,y,-0.351855244,0.317678843,1.654020758,1.341706084,0.434579638,0.143011254
YBR162W-A,YSY6,Upstream,chrii,565002,565352,+,-54,Msn2-chr02-565124,y,0.276680963,1.359341903,1.180234211,0.839912291,0.515168712,-0.410851298
YBR170C,NPL4,Exon/CD,chrii,577770,578248,-,77,Msn2-chr02-578009,n,-0.173403148,-0.495712583,-0.100407664,-0.114863962,0.101246587,0.581821717
YBR177C,EHT1,Exon/CD,chrii,585738,586536,-,25,Msn2-chr02-586137,y,-0.231268376,-0.196807632,0.896295101,0.706220732,0.170885143,0.039056459
YBR181C,RPS6B,Exon/CD,chrii,591850,592360,-,669,Msn2-chr02-592105,n,0.712655767,0.657623756,0.102165539,-0.16234279,0.01363096,0.296835205
YBR181C,RPS6B,Intron,chrii,592490,593000,-,29,Msn2-chr02-592745,n,0.284354586,-0.061669919,0.012410229,0.092065871,0.126570294,0.263145751
YBR182C-A,,Upstream,chrii,595562,596008,-,-230,Msn2-chr02-595753,y,-0.522945593,-0.124314461,0.739441152,0.678642231,-0.315391494,-0.263958796
YBR189W,RPS9B,Intron,chrii,604426,604808,+,109,Msn2-chr02-604617,n,0.537455237,0.044584544,0.274813438,0.111136004,-0.112112669,0.385667544
YBR189W,RPS9B,Exon/CD,chrii,605162,605704,+,925,Msn2-chr02-605433,n,0.488365422,0.534468028,0.165689656,-0.168059819,-0.014663076,0.235163549
YBR190W,,Exon/CD,chrii,605866,606248,+,91,Msn2-chr02-606049,y,0.382499614,1.478260232,1.076381791,0.947681886,0.284288832,0.558583883
YBR191W,RPL21A,Exon/CD,chrii,606378,607016,+,427,Msn2-chr02-606697,n,0.551435181,0.032462903,0.149579929,0.098307947,0.151299278,-0.248516043
YBR196C,PGI1,Exon/CD,chrii,612138,612584,-,1539,Msn2-chr02-612361,n,0.573449788,0.37362959,0.212293549,0.211397183,0.407421205,0.356005741
YBR196C,PGI1,Exon/CD,chrii,612266,613032,-,1251,Msn2-chr02-612649,n,0.587907846,0.753230736,0.440195713,0.503214912,0.619011629,0.440902816
YBR196C,PGI1,Exon/CD,chrii,613610,613992,-,99,Msn2-chr02-614045,y,0.48219429,0.133302567,1.136281041,0.837079589,0.351062362,0.619420903
YBR196C-B,,Upstream,chrii,614282,615144,-,-83,Msn2-chr02-614713,n,0.284052856,1.085843946,1.359840473,0.821449148,0.327186826,0.383306327
YBR198C,TAF5,Exon/CD,chrii,616874,617256,-,1458,Msn2-chr02-617065,n,0.188360622,0.46889974,0.189623575,0.290998104,0.145629255,1.22082281
YBR200W,BEM1,Exon/CD,chrii,621482,621896,+,817,Msn2-chr02-621689,n,0.514180217,1.104056242,0.105524826,0.145894584,0.391822251,0.015401456
YBR202W,MCM7,Upstream,chrii,624970,625800,+,-387,Msn2-chr02-625321,y,-0.053084268,0.122982178,1.008298249,0.914407149,0.301625204,0.260840509
YBR203W,COS111,Exon/CD,chrii,629642,630440,+,873,Msn2-chr02-630041,n,0.05067101,0.908059045,0.81135576,0.331556115,0.277897076,0.525213195
YBR204C,LDH1,Exon/CD,chrii,632298,632840,-,812,Msn2-chr02-632569,n,-0.02452589,-0.005507014,-0.313213175,-0.174252767,-0.187462967,0.831310391
YBR209W,,Exon/CD,chrii,642634,643144,+,306,Msn2-chr02-642861,y,0.212141893,1.29770461,1.742159604,1.400404664,0.845300666,0.248476062
tE(UUC)B,,Upstream,chrii,644906,645384,+,-22,Msn2-chr02-645252,y,0.225682205,0.197713107,0.907872736,1.03460261,0.568882856,0.491108592
YBR213W,MET8,Upstream,chrii,650058,650536,+,-71,Msn2-chr02-650297,n,0.185382108,0.157100074,0.370952003,0.549811474,0.453358325,0.356571117
YBR214W,SDS24,Exon/CD,chrii,651210,651624,+,2,Msn2-chr02-651473,y,0.179203432,1.324590736,1.211748919,0.721962495,0.63930488,0.764282872
YBR214W,SDS24,Exon/CD,chrii,651818,652584,+,786,Msn2-chr02-652201,n,0.053466087,0.650517566,0.375300065,0.384153146,0.583610834,0.501095701
YBR217W,ATG12,Exon/CD,chrii,657770,658152,+,129,Msn2-chr02-657961,n,0.066132723,-0.131012607,-0.03704265,0.102198261,0.053240609,0.990370452
YBR219C,,Exon/CD,chrii,662986,663336,-,142,Msn2-chr02-663161,n,-0.226648415,1.444820213,0.0678281,-0.324131333,0.310714367,-0.671025642
YBR221W-A,,Upstream,chrii,666122,666728,+,-113,Msn2-chr02-666425,n,-0.101462757,0.180442663,0.601314222,0.089305425,0.282266734,0.051091332
YBR230W-A,,Exon/CD,chrii,680202,680712,+,95,Msn2-chr02-680425,y,0.60063449,1.64122389,1.146375795,0.563103389,0.681103339,0.244836672
LSR1,LSR1,Exon/CD,chrii,681322,681928,-,237,Msn2-chr02-681625,n,0.340612278,0.17695623,0.331067546,0.397332746,0.372197395,-0.014855856
LSR1,LSR1,Upstream,chrii,681738,682152,-,-83,Msn2-chr02-681966,y,-0.383785475,0.753293465,0.921621477,0.66353877,0.57340242,0.0243194
YBR231C,SWC5,Exon/CD,chrii,682282,682856,-,521,Msn2-chr02-682569,n,0.293375088,1.533031888,0.423537881,-0.025575946,0.156677552,0.148448736
YBR236C,ABD1,Exon/CD,chrii,691402,691880,-,52,Msn2-chr02-691641,n,-0.06895959,-0.311796638,0.092807647,-0.110100854,0.04935903,0.845328801
YBR243C,ALG7,Exon/CD,chrii,706474,706920,-,96,Msn2-chr02-706697,n,0.229011045,0.545229848,0.818965473,0.490162308,0.450098031,0.221062017
YBR243C,ALG7,Upstream,chrii,706826,707432,-,-336,Msn2-chr02-707201,y,0.01409837,0.604035123,1.791541597,1.4954341,0.526366097,0.502297975
YBR244W,GPX2,Exon/CD,chrii,707626,707976,+,273,Msn2-chr02-707630,y,-0.233117576,-0.214295792,1.268347403,1.513786567,1.10058631,1.099525396
YBR250W,SPO23,Exon/CD,chrii,719082,719560,+,288,Msn2-chr02-719321,n,0.003257274,-0.597314744,0.068115585,0.044752246,-0.278936346,0.667699704
YBR255W,MTC4,Exon/CD,chrii,725322,725800,+,1105,Msn2-chr02-725561,n,0.043981196,0.556558271,-0.009683414,0.11211737,0.508171429,-0.676988799
YBR255W,MTC4,Exon/CD,chrii,726090,726568,+,1873,Msn2-chr02-726329,n,0.456959062,-0.043725449,0.082844897,0.108188456,0.32833097,0.009802527
YBR256C,RIB5,Exon/CD,chrii,727786,728296,-,61,Msn2-chr02-728041,n,0.172518562,0.124011268,0.230942588,0.513181413,0.472724473,0.476858009
YBR263W,SHM1,Exon/CD,chrii,736138,736648,+,129,Msn2-chr02-736393,n,0.247046067,0.429364533,0.304545252,0.174930707,0.055885706,1.218602203
YBR268W,MRPL37,Upstream,chrii,740842,741256,+,-250,Msn2-chr02-741049,n,-0.053313431,0.924557082,0.213000753,0.448992758,0.048980212,0.615606433
YBR280C,SAF1,Exon/CD,chrii,764490,764840,-,32,Msn2-chr02-764665,n,-0.232909226,-0.219933421,0.381281226,0.497208962,0.070829354,0.127724915
YBR285W,,Exon/CD,chrii,774058,774472,+,343,Msn2-chr02-774265,n,0.304691328,0.128464327,0.097718291,0.471823914,-0.207977246,0.571977273
YBR286W,APE3,Exon/CD,chrii,774474,775016,+,45,Msn2-chr02-774745,n,-0.282414013,-0.206237458,0.517256535,0.029425278,0.104406536,0.255085035
YBR287W,,Upstream,chrii,775914,777000,+,-114,Msn2-chr02-776457,n,0.012870777,0.298884918,0.869156254,0.485409613,0.191296003,0.24257393
YBR287W,,Exon/CD,chrii,776426,777256,+,270,Msn2-chr02-776841,n,0.125294222,0.042066485,0.758965564,0.73083014,0.181614427,0.252125112
YBR296C,PHO89,Exon/CD,chrii,798186,798632,-,113,Msn2-chr02-798409,n,-0.158239755,1.142491222,0.474651858,0.198645551,0.204450338,-0.108651219
YBR296C,PHO89,Upstream,chrii,798442,799368,-,-383,Msn2-chr02-798905,n,-0.392159888,0.133632308,0.848651792,0.310551815,-0.223770797,-0.150489232
YFL068W,,Exon/CD,chrvi,1,520,+,207,Msn2-chr06-261,n,0.287476342,1.303652674,0.385242422,0.109769011,0.447168345,0.010426125
YFL067W,,Exon/CD,chrvi,1130,1416,+,437,Msn2-chr06-1149,n,0.905585354,1.926490711,0.900613634,0.515022128,0.891960475,0.883897223
YFL065C,,Exon/CD,chrvi,2922,3304,-,225,Msn2-chr06-3113,n,0.203578561,1.169399357,0.075633492,-0.118289517,0.214203827,0.140916785
YFL063W,,Upstream,chrvi,4522,5128,+,-241,Msn2-chr06-4924,y,1.072680367,1.923495812,1.938491544,1.990430585,1.681521727,1.617123909
YFL056C,AAD6,Exon/CD,chrvi,14634,15720,-,254,Msn2-chr06-15201,y,0.195201302,0.23887176,0.231809392,0.275727654,0.761309326,1.43087009
YFL055W,AGP3,Exon/CD,chrvi,17770,18152,+,957,Msn2-chr06-17961,n,-0.035585467,1.217453531,0.011610304,-0.311583377,0.047553989,-0.183032839
YFL054C,,Upstream,chrvi,22730,23208,-,-182,Msn2-chr06-22969,n,-0.165501768,-0.155187845,0.537877797,0.351991963,0.129105562,-0.478361524
YFL050C,ALR2,Exon/CD,chrvi,35434,35784,-,239,Msn2-chr06-35609,n,0.191108997,0.415001816,0.060975507,0.286517889,0.477332106,0.418095729
YFL044C,OTU1,Exon/CD,chrvi,44970,45480,-,335,Msn2-chr06-45225,n,-0.083590922,0.754087891,0.383461047,-0.124467208,0.321331863,1.09214837
YFL039C,ACT1,Exon/CD,chrvi,53738,54120,-,767,Msn2-chr06-53929,n,0.36928593,0.426809661,0.545941488,0.657141987,0.523332898,0.309411658
YFL039C,ACT1,Exon/CD,chrvi,54058,54504,-,415,Msn2-chr06-54505,y,0.292044006,0.842027654,0.456566079,0.701880275,0.834571112,1.083017091
YFL039C,ACT1,Upstream,chrvi,54410,55560,-,-289,Msn2-chr06-55233,y,-0.283991579,0.358017271,1.215367233,1.173665098,0.397649556,-0.010377152
YFL034C-A,RPL22B,Exon/CD,chrvi,64298,64712,-,427,Msn2-chr06-64505,n,0.450615051,0.042255339,-0.074938243,-0.050783301,0.017301056,0.020849274
YFL034W,,Exon/CD,chrvi,67498,67880,+,2212,Msn2-chr06-67689,n,0.045086109,0.783883346,0.21437094,0.008506493,0.074901807,-0.691704794
YFL032W,,Exon/CD,chrvi,74922,75400,+,289,Msn2-chr06-75086,y,0.202114665,0.938648419,1.694417431,1.151134982,0.510027729,0.384082506
YFL031W,HAC1,Exon/CD,chrvi,74986,76008,+,318,Msn2-chr06-75497,n,0.25717589,1.468936401,1.258778583,0.969338414,0.609838094,0.512361603
YFL031W,HAC1,Intron,chrvi,75754,76104,+,750,Msn2-chr06-75929,n,0.021110749,0.573485769,0.636596799,0.699672782,0.53306752,0.067904935
YFL030W,AGX1,Upstream,chrvi,76490,76840,+,-166,Msn2-chr06-76625,y,-0.261027311,0.804637628,0.929729991,0.336960834,0.572527967,1.047473568
YFL030W,AGX1,Exon/CD,chrvi,76746,77128,+,106,Msn2-chr06-76937,n,-0.093556471,1.507484539,0.689631992,0.669373235,0.709509281,0.550316799
YFL029C,CAK1,Exon/CD,chrvi,78250,78664,-,704,Msn2-chr06-78457,n,-0.202015723,1.179639602,0.121984552,-0.091358467,0.288367272,0.467987968
YFL026W,STE2,Upstream,chrvi,82090,82568,+,-251,Msn2-chr06-82329,n,0.006150442,-0.036266933,0.537428233,0.588376084,0.039531406,0.252864464
