Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YAL037W,YAL037W,1,57797,58600,2.6258,0,1.00E+00,2.1645,1,8.85E-01,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,4,6.84E-01,3.3968,0,1.00E+00,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,1,7.18E-01,2.8043,2,7.70E-01,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,1,9.17E-01,2.0374,2,6.04E-01,1.8336,0,1.00E+00,2.2622,2,6.60E-01,1.3392,0,1.00E+00,1.7603,1,8.28E-01
YAL036C,RBG1,1,59925,58816,1.5419,1,7.86E-01,1.3882,2,4.04E-01,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,1,7.89E-01,1.418,0,1.00E+00,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,1,6.97E-01,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,1,7.31E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,3,1.91E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YAL035W,FUN12,1,60200,63202,1.5419,1,7.86E-01,1.3882,3,1.64E-01,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,3,3.83E-01,1.7989,1,8.35E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,1,6.61E-01,1.1927,1,6.97E-01,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,1,7.31E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,1,7.40E-01,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YAL034C-B,YAL034C-B,1,63610,63256,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YAL034W-A,MTW1,1,63486,64355,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,4,1.90E-02,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,2,2.64E-01,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YAL034C,FUN19,1,65719,64478,1.5419,1,7.86E-01,1.3882,1,7.50E-01,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,3,3.83E-01,1.7989,3,2.69E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,2,3.78E-01,1.1874,1,6.95E-01,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,1,7.40E-01,1.2779,1,7.21E-01,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YAL033W,POP5,1,66474,66995,2.0839,1,8.76E-01,1.7763,1,8.31E-01,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,7,6.08E-02,2.5979,5,1.22E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,0,1.00E+00,1.6266,2,4.84E-01,1.3749,1,7.47E-01,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,1,8.64E-01,1.6916,1,8.16E-01,1.5557,3,2.05E-01,1.8414,2,5.49E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YAL032C,PRP45,1,68242,67103,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,1,9.30E-01,2.6715,2,7.46E-01,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,1,9.91E-01,3.3968,1,9.67E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,1,9.39E-01,3.267,0,1.00E+00,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YAL031W-A,YAL031W-A,1,68437,68746,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,1,8.91E-01,1.7989,3,2.69E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YAL031C,GIP4,1,70800,68518,2.6258,0,1.00E+00,2.1645,1,8.85E-01,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,2,7.45E-01,2.6715,1,9.31E-01,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,3,8.44E-01,3.3968,2,8.53E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,1,9.39E-01,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,1,8.28E-01
YAL030W,SNC1,1,71055,71521,3.1677,1,9.58E-01,2.5526,1,9.22E-01,5.7755,2,9.79E-01,2.7536,0,1.00E+00,3.2189,1,9.60E-01,3.2287,0,1.00E+00,2.672,1,9.31E-01,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,2,9.81E-01,4.1957,5,4.09E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,3,6.61E-01,4.0227,0,1.00E+00,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,0,1.00E+00,2.3832,2,6.88E-01,2.1115,0,1.00E+00,2.6829,0,1.00E+00,1.4523,1,7.66E-01,2.0137,1,8.67E-01
YAL029C,MYO4,1,76039,71624,3.1677,1,9.58E-01,2.5526,2,7.23E-01,5.7755,1,9.97E-01,2.7536,2,7.61E-01,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,1,9.15E-01,2.1954,0,1.00E+00,5.8801,6,5.35E-01,4.1957,3,7.89E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,2,8.54E-01,4.0227,2,9.10E-01,2.2532,5,7.84E-02,1.7497,1,8.26E-01,1.835,1,8.40E-01,1.9084,1,8.52E-01,2.9919,2,8.00E-01,2.3832,1,9.08E-01,2.1115,2,6.23E-01,2.6829,1,9.32E-01,1.4523,0,1.00E+00,2.0137,2,5.98E-01
YAL028W,FRT2,1,76669,78255,3.1677,1,9.58E-01,2.5526,2,7.23E-01,5.7755,1,9.97E-01,2.7536,2,7.61E-01,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,6,5.35E-01,4.1957,3,7.89E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,2,8.54E-01,4.0227,1,9.82E-01,2.2532,5,7.84E-02,1.7497,0,1.00E+00,1.835,1,8.40E-01,1.9084,1,8.52E-01,2.9919,2,8.00E-01,2.3832,1,9.08E-01,2.1115,1,8.79E-01,2.6829,3,5.02E-01,1.4523,0,1.00E+00,2.0137,4,1.45E-01
YAL027W,YAL027W,1,78456,79241,2.0839,0,1.00E+00,1.7763,1,8.31E-01,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,1,7.98E-01,3.4401,2,8.58E-01,2.5979,1,9.26E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,2,7.15E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,1,7.66E-01,1.9959,1,8.64E-01,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,1,8.41E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YAL026C-A,YAL026C-A,1,79592,79155,1,0,1.00E+00,1,1,6.32E-01,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YAL026C,DRS2,1,83466,79399,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00
YAL025C,MAK16,1,84913,83993,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,1,7.89E-01,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,0,1.00E+00,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,4,7.90E-02,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YAL024C,LTE1,1,89643,85336,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,6,5.94E-04,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,3,8.03E-02
YAL023C,PMT2,1,92322,90043,4.2516,1,9.86E-01,3.3289,2,8.45E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,1,9.87E-01,3.508,1,9.70E-01,3.1917,1,9.59E-01,2.7932,0,1.00E+00,8.3202,2,9.98E-01,5.7936,3,9.28E-01,2.2627,1,8.96E-01,2.2196,2,6.50E-01,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,2,9.44E-01,5.534,0,1.00E+00,2.8799,0,1.00E+00,2.1246,0,1.00E+00,2.2525,0,1.00E+00,2.3626,0,1.00E+00,3.9878,0,1.00E+00,3.0748,1,9.54E-01,2.6672,2,7.45E-01,3.5243,0,1.00E+00,1.6784,0,1.00E+00,2.5205,0,1.00E+00
YAL022C,FUN26,1,94200,92647,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,4,1.90E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YAL021C,CCR4,1,97126,94613,3.7097,0,1.00E+00,2.9408,1,9.47E-01,6.9694,0,1.00E+00,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,0,1.00E+00,2.4943,0,1.00E+00,7.1002,3,9.73E-01,4.9947,5,5.59E-01,2.0522,0,1.00E+00,2.0163,0,1.00E+00,1.4157,0,1.00E+00,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,0,1.00E+00,4.7783,1,9.92E-01,2.5666,2,7.26E-01,1.9372,0,1.00E+00,2.0437,4,1.51E-01,2.1355,0,1.00E+00,3.4898,1,9.69E-01,2.729,0,1.00E+00,2.3894,2,6.89E-01,3.1036,1,9.55E-01,1.5653,0,1.00E+00,2.2671,0,1.00E+00
YAL020C,ATS1,1,98382,97381,2.0839,1,8.76E-01,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,1,7.98E-01,3.4401,1,9.68E-01,2.5979,4,2.64E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,4,1.81E-01,2.5113,0,1.00E+00,1.6266,1,8.03E-01,1.3749,1,7.47E-01,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YAL019W-A,YAL019W-A,1,98017,98586,3.7097,0,1.00E+00,2.9408,1,9.47E-01,6.9694,0,1.00E+00,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,0,1.00E+00,2.4943,0,1.00E+00,7.1002,3,9.73E-01,4.9947,5,5.59E-01,2.0522,0,1.00E+00,2.0163,0,1.00E+00,1.4157,0,1.00E+00,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,0,1.00E+00,4.7783,1,9.92E-01,2.5666,2,7.26E-01,1.9372,0,1.00E+00,2.0437,4,1.51E-01,2.1355,0,1.00E+00,3.4898,1,9.69E-01,2.729,0,1.00E+00,2.3894,3,4.28E-01,3.1036,1,9.55E-01,1.5653,0,1.00E+00,2.2671,0,1.00E+00
YAL019W,FUN30,1,98686,102081,2.6258,1,9.28E-01,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,1,8.50E-01,4.6601,1,9.91E-01,3.3968,4,4.41E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,3,5.32E-01,3.267,0,1.00E+00,1.9399,2,5.77E-01,1.5623,1,7.90E-01,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YAL018C,YAL018C,1,103308,102331,1.5419,0,1.00E+00,1.3882,2,4.04E-01,2.1939,0,1.00E+00,1.4384,1,7.63E-01,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,3,1.91E-01,1.3458,2,3.89E-01,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YAL017W,PSK1,1,103992,108062,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01
YAL016C-B,YAL016C-B,1,108259,108074,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00
YAL016C-A,YAL016C-A,1,108836,108522,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YAL016W,TPD3,1,108646,110553,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,1,7.63E-01,1.5547,1,7.89E-01,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,0,1.00E+00,1.7989,1,8.35E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,1,6.63E-01,1.6014,2,4.76E-01,1.7557,1,8.27E-01,1.3133,1,7.31E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,1,6.71E-01,1.2534,2,3.57E-01
YAL015C,NTG1,1,111871,110672,2.0839,1,8.76E-01,1.7763,1,8.31E-01,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,2,8.58E-01,2.5979,1,9.26E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,3,3.78E-01,2.5113,1,9.19E-01,1.6266,3,2.24E-01,1.3749,1,7.47E-01,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,4,1.42E-01,1.6916,2,5.04E-01,1.5557,0,1.00E+00,1.8414,2,5.49E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YAL014C,SYN8,1,112789,112022,2.0839,0,1.00E+00,1.7763,2,5.30E-01,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,1,9.68E-01,2.5979,0,1.00E+00,1.4209,1,7.59E-01,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,1,7.50E-01,1.1762,0,1.00E+00,2.2029,4,1.81E-01,2.5113,0,1.00E+00,1.6266,0,1.00E+00,1.3749,1,7.47E-01,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,2,5.93E-01,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,3,2.81E-01,1.2261,1,7.07E-01,1.5068,0,1.00E+00
YAL013W,DEP1,1,113038,114298,2.0839,1,8.76E-01,1.7763,1,8.31E-01,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,1,8.79E-01,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,2,8.58E-01,2.5979,1,9.26E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,3,3.78E-01,2.5113,1,9.19E-01,1.6266,3,2.24E-01,1.3749,1,7.47E-01,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,4,1.42E-01,1.6916,2,5.04E-01,1.5557,0,1.00E+00,1.8414,2,5.49E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YAL012W,CYS3,1,114567,115751,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,3,2.95E-01,4.6601,5,4.98E-01,3.3968,1,9.67E-01,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,2,4.68E-01,1.2643,0,1.00E+00,2.8043,2,7.70E-01,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,1,7.90E-01,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,1,8.70E-01,1.8336,0,1.00E+00,2.2622,1,8.96E-01,1.3392,1,7.38E-01,1.7603,0,1.00E+00
YAL011W,SWC3,1,115967,117844,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,1,7.89E-01,1.5572,1,7.89E-01,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,4,1.85E-01,1.7989,2,5.37E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,1,6.63E-01,1.6014,1,7.98E-01,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,1,7.76E-01,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,0,1.00E+00
