ORF,name,chr,start,end,exp_0min,exp_7min,exp_15min,exp_22min,exp_30min,exp_45min,exp_60min
YDR067C,,4,583463,583710,0,-0.26383,-1.481881,-1.028863,-2.467618,-1.174932,-1.453761
YDR073W,SNF11,4,591435,592434,0,-0.317103,-0.458436,-0.354247,0.922625,-0.359065,0.532193
YDR091C,RLI1,4,628530,629529,0,-1.385783,-1.987854,-1.27983,-1.005681,-0.570515,-0.003429
YDR097C,MSH6,4,643833,644173,0,-1.329798,-2.486823,-1.993979,-2.442699,-0.454155,0.52974
YDR113C,PDS1,4,681613,682170,0,-0.375264,-1.48832,-0.778645,-0.909912,0.470424,0.558451
YDR119W,,4,687835,688221,0,-0.594173,-0.388409,-0.533711,-0.45688,1.153274,-0.036385
YDR137W,RGP1,4,727546,728253,0,-0.288578,-1.603635,0.089187,0.287244,-1.245798,0.361771
YDR143C,SAN1,4,743870,744306,0,-0.107368,-0.152435,0.233203,0.136958,-0.643627,0.4002
YDR439W,LRS4,4,1339376,1339665,0,-0.454084,-1.477489,-0.077806,0.545028,-0.342724,-0.10276
YDR457W,TOM1,4,1369376,1369779,0,-0.773945,-1.000253,0.345606,0.909936,0.319859,0.703006
YDR463W,STP1,4,1386506,1386805,0,0.054106,0.043628,0.539822,0.535459,0.071458,0.205056
YDR481C,PHO8,4,1420241,1420421,0,0.190739,0.234157,0.510071,0.250191,0.36601,0.190541
YDR487C,RIB3,4,1428971,1429178,0,-0.234276,-0.225206,-0.473485,-0.472498,0.503251,0.217937
YDR505C,PSP1,4,1459211,1459718,0,0.051998,0.418547,0.945289,0.809958,-0.00239,0.357426
YDR511W,ACN9,4,1469695,1470006,0,-0.496252,-1.369974,0.340671,0.179973,-0.564754,0.067533
YER175C,TMT1,5,540359,540645,0,-0.420019,-0.726052,0.411867,0.871581,-0.872361,-0.329758
YFL006W,,6,123101,123473,0,0.092351,-0.595494,1.577771,1.924222,-0.303471,-0.344399
YFL011W,HXT10,6,111339,112338,0,0.251847,-1.545356,0.042826,-1.143655,-0.705006,-1.503545
YFL027C,GYP8,6,81911,82578,0,-0.298994,-0.573752,0.04052,0.045707,0.264999,0.151842
YFL033C,RIM15,6,74426,75177,0,-0.205448,-0.998439,0.866445,0.811917,-0.528066,0.164191
YFL050C,ALR2,6,35849,36803,0,0.498565,-0.784377,0.951937,0.856024,-0.633908,0.920715
YFL056C,AAD6,6,15432,16431,0,0.200727,-0.966784,0.352184,0.434039,-1.495688,0.959406
YGL233W,SEC15,7,58890,59121,0,-0.411682,-1.087617,0.386463,1.453509,-0.0295,0.281836
YGL257C,MNT2,7,14158,14910,0,-1.118575,-2.120264,-0.732764,-0.707499,0.109979,-0.487453
YGL263W,COS12,7,1790,2789,0,-2.053236,-1.65805,-0.602399,0.28509,0.192988,0.32878
YGR024C,THG1,7,532601,532989,0,-0.063398,-0.655678,-0.104741,-0.319182,-0.447824,0.288996
YGR038W,ORM1,7,559998,560685,0,-0.405203,-0.829018,-0.318863,-0.427104,-1.242737,-0.507033
YGR044C,RME1,7,583897,583938,0,0.015066,-0.805371,0.456111,0.695304,-0.934528,0.080339
YHR001W,OSH7,8,105085,106048,0,0.51382,1.162526,1.235107,1.884106,0.526297,0.693789
YHR017W,YSC83,8,138447,138685,0,0.424488,1.554573,1.057579,0.73212,0.10704,0.333065
YHR022C,,8,150338,151209,0,2.233648,2.470362,3.721465,4.169891,2.52217,3.172117
YHR039C-A,VMA10,8,187672,187916,0,-0.373075,-0.122684,-0.014279,0.124653,0.194675,0.189381
YHR045W,,8,194800,195542,0,-0.741819,-0.517722,-0.432218,-0.463248,0.395854,0.141765
YHR062C,RPP1,8,223760,224031,0,-0.661749,-1.400177,-0.863399,-1.057748,-2.237997,-1.312186
YHR068W,DYS1,8,231813,232133,0,-0.301597,-0.717168,-0.829665,-0.838663,-2.94608,-0.11569
YIL145C,PAN6,9,77284,78074,0,-0.626073,-0.714408,-0.797421,-0.480543,-1.082182,-0.6842
YIL151C,,9,60695,61013,0,-0.02736,-1.030301,-0.836982,-3.599295,-1.518983,-0.883621
YIL169C,,9,26107,27106,0,-0.612976,-1.472359,-1.063063,-3.298324,-1.858647,-1.130363
YIL175W,,9,8183,9182,0,-0.623025,-0.717792,-0.264494,-0.462361,-0.925686,-0.526335
YIR016W,,9,382379,382624,0,1.358755,1.834356,1.385362,0.839486,0.920085,0.870197
YIR021W,MRS1,9,396291,397290,0,-0.1587,-0.329175,0.078117,-0.536087,-0.321424,-0.129274
YIR039C,YPS6,9,432108,433107,0,0.464056,0.407054,-0.059742,0.04786,-1.576111,-1.062164
YJL001W,PRE3,10,434566,435077,0,0.204547,0.523083,1.125845,0.642311,-0.147786,-0.332039
YJR084W,CSN12,10,583451,583646,0,0.204634,0.439325,0.317519,1.306757,-0.079134,0.240244
YJR090C,GRR1,10,594242,594975,0,0.018231,0.506049,0.744168,2.227773,0.125055,-0.006177
YJR107W,,10,626928,627253,0,-0.107985,0.331617,0.613746,1.483181,-0.024343,-0.606063
YJR113C,RSM7,10,638891,639857,0,0.064015,0.485382,0.38254,0.501576,0.250396,0.413273
YJR131W,MNS1,10,667052,667558,0,-0.711171,-0.177775,0.479286,0.525734,0.422248,0.655297
YJR136C,,10,678622,678872,0,-0.254152,-0.108571,0.388649,-0.316817,0.102588,0.502018
YJR154W,,10,724699,725698,0,-0.019598,-0.857671,-1.281598,0.752361,-2.873187,-1.864864
YJR160C,MPH3,10,739732,740731,0,-0.111184,-0.562676,0.776821,1.389561,-1.534578,1.082671
YKR074W,,11,577851,578850,0,-0.356901,-0.004256,0.066703,0.123156,-0.290517,-0.145684
YKR080W,MTD1,11,589037,590036,0,-0.905293,-0.643804,-0.132293,1.183039,0.097398,0.061622
YKR098C,UBP11,11,634818,635489,0,0.168086,1.371774,1.512327,1.708371,0.464562,-0.003073
YKR104W,,11,656374,656473,0,-0.27686,-0.759906,0.735473,1.866536,1.042301,1.48541
YLL016W,SDC25,12,112544,112845,0,0.272495,-0.022371,0.982473,1.257162,0.563904,1.023991
YLL021W,SPA2,12,100200,100945,0,-0.83257,-1.13986,-0.992338,-0.998529,0.146923,0.199309
YLL039C,UBI4,12,65207,65774,0,1.730007,2.429766,2.508267,2.594647,1.781046,0.773702
YLL045C,RPL8B,12,48629,49628,0,-0.459946,-1.41405,-1.679259,-1.140331,0.146209,0.156649
YLR277C,YSH1,12,699498,700001,0,-0.640001,-0.216081,0.355252,1.937413,-0.187249,0.376102
YLR283W,,12,704962,705187,0,-0.146057,0.844861,0.64138,1.054296,0.226131,0.961212
YLR300W,EXG1,12,728053,728956,0,-1.661797,-2.391795,-1.368397,-0.511,0.145446,1.034784
YLR306W,UBC12,12,743865,744152,0,-0.62596,0.270124,-0.055944,-0.037341,-0.33261,-0.15225
YLR323C,CWC24,12,778953,779215,0,-0.682817,-1.107961,-0.14037,-0.472379,-0.602903,-0.293374
YLR329W,REC102,12,786118,786730,0,0.431878,-0.738662,0.649454,0.971524,-0.432281,0.818126
YLR347C,KAP95,12,826413,826976,0,-0.220268,-0.261803,0.173431,0.092385,0.943836,0.33174
YLR353W,BUD8,12,833538,834350,0,0.065425,-0.122167,-0.24777,-0.401123,-0.028917,0.482199
YMR044W,IOC4,13,354730,355382,0,-0.172535,0.191191,0.164808,-0.002177,-0.202795,-0.091152
YMR049C,ERB1,13,370517,371516,0,-1.835237,-3.862452,-4.357056,-2.704985,-1.232714,-0.389094
YMR066W,SOV1,13,401215,401539,0,-0.303481,-0.489803,0.294558,1.251352,0.001728,-0.283129
YMR072W,ABF2,13,411264,411567,0,0.487084,0.617485,0.623982,0.683115,0.437937,0.3903
YMR088C,VBA1,13,445102,445608,0,-0.741827,-0.201568,-0.122497,-0.222494,-0.381074,0.054865
YMR094W,CTF13,13,455555,455823,0,-0.784745,-1.453496,-1.774655,0.234383,0.227217,1.358154
YMR112C,MED11,13,494495,494998,0,-0.531293,-0.260188,-0.299828,-0.533682,0.34575,-0.156581
YMR118C,,13,502734,503733,0,-0.412108,-0.468979,1.464247,0.635894,-2.409748,1.232042
YNL082W,PMS1,14,473014,473389,0,-0.704223,-0.829261,-0.505766,-0.509895,-0.250795,0.561564
YNL088W,TOP2,14,457143,457703,0,-0.588684,-0.843113,-0.640921,-1.210184,-0.587945,0.547404
YNL106C,INP52,14,424496,424895,0,0.332792,0.133564,0.528216,-0.623823,-0.835772,-0.261074
YNL112W,DBP2,14,413199,413638,0,-1.963967,-2.834392,-2.99005,-4.167526,-2.401991,-1.307409
YNL130C,CPT1,14,380832,381245,0,-0.065205,-0.297899,0.176322,0.179969,0.252363,0.426057
YNL136W,EAF7,14,370055,370367,0,-0.257358,-0.802391,-0.840024,-1.682043,-1.423011,-0.921206
YNL154C,YCK2,14,345277,345669,0,-0.292254,-0.911115,-0.752659,-1.575035,-1.744863,-1.218688
YNL160W,YGP1,14,335545,336544,0,1.23694,1.950328,2.370573,2.357884,1.5165,1.040423
YOL052C,SPE2,15,233635,234634,0,-0.707927,-0.827124,-1.006616,-0.459738,-0.782868,0.247339
YOL069W,NUF2,15,198724,198940,0,-0.316115,-0.670877,-0.040693,0.504748,-0.111056,0.009142
YOL076W,MDM20,15,186722,187022,0,-1.141246,-1.228687,-0.584993,-0.39795,-0.619535,-0.201746
YOL093W,TRM10,15,142554,142813,0,-1.51732,-2.459586,-1.004044,-0.911232,-0.948044,-0.704667
YOL115W,PAP2,15,100956,101473,0,-0.691855,-0.877701,-0.349366,-0.381103,0.395577,-0.141055
YOL121C,RPS19A,15,92850,93394,0,-0.590046,-1.52466,-1.667911,-1.010479,-0.053852,0.172061
YOR256C,TRE2,15,810682,811006,0,-0.284668,0.343175,0.651794,1.381435,0.093833,0.381632
YOR262W,,15,816929,817288,0,-0.519214,-0.753374,-0.842516,-0.443101,-0.831259,-0.354289
YOR280C,FSH3,15,845790,846266,0,0.000353,-0.160086,0.399045,1.92704,0.261016,0.503766
YOR286W,,15,850051,850276,0,-0.378252,-0.020832,0.197853,0.336062,0.044277,-0.008715
YOR303W,CPA1,15,882838,882894,0,-1.052668,-2.037921,-1.978967,-1.454132,-0.653565,-0.039868
YOR308C,SNU66,15,896383,896820,0,-1.10048,-1.221916,-0.234601,-0.627128,-0.647414,-0.151782
YOR326W,MYO2,15,925035,925715,0,-0.166916,-0.448158,-0.330476,-0.453661,0.146309,0.407451
YOR332W,VMA4,15,943458,943650,0,0.162337,0.274647,0.356888,0.413718,0.831878,0.466123
YPL240C,HSP82,16,98626,99484,0,1.199704,1.344614,1.753628,2.153194,1.232159,0.700921
YPL246C,RBD2,16,85298,85586,0,-0.555293,-0.270191,-0.197536,-0.140973,-0.526425,-0.335261
YPL267W,ACM1,16,37845,38168,0,-1.816073,-2.037787,-1.831089,-1.409608,0.162872,1.111024
YPR007C,REC8,16,571376,572375,0,-0.308851,-0.978484,-0.045142,0.906389,0.027959,-0.794491
YPR025C,CCL1,16,614556,615376,0,0.812415,0.631603,0.792445,0.379075,0.148313,0.178648
YPR031W,NTO1,16,631242,631511,0,-0.665739,-1.633089,-0.528922,-0.646506,0.454036,0.364621
YFL039C,ACT1,6,54696,55365,0,0.405993,0.408729,0.496123,0.654793,0.672776,0.666791
YLR212C,TUB4,12,566284,566656,0,-0.223431,-0.783407,-0.817145,-0.789001,-0.288595,0.200876
YAL003W,EFB1,1,141433,142175,0,-0.025303,-0.943633,-1.143905,-0.654826,-0.050417,0.172717
YAL022C,FUN26,1,110432,110847,0,-0.782258,-0.315637,-0.201471,-0.130171,-0.023144,0.205
YAL028W,FRT2,1,92271,92900,0,1.111894,1.953822,1.257775,1.043155,0.416669,0.366079
YAL049C,,1,52597,52802,0,-0.04696,0.390409,0.316331,0.481964,-0.016079,-0.135867
YBR127C,VMA2,2,492817,493075,0,0.297295,-0.001531,0.378828,0.502296,-0.495545,0.488196
YBR133C,HSL7,2,504282,504848,0,-0.18785,-0.271416,-0.034568,-0.279911,-1.479008,0.435561
YBR151W,APD1,2,544487,545021,0,0.560602,1.194242,1.028953,0.898895,0.427158,0.292472
YBR157C,ICS2,2,554305,555304,0,-1.239212,-0.236524,-0.284825,0.191907,0.167789,-0.068231
YBR180W,DTR1,2,589109,589735,0,0.430376,0.218013,-0.169039,0.169882,0.217913,0.149753
YBR198C,TAF5,2,618519,618904,0,0.190869,0.318926,0.140515,0.10785,-0.121457,-0.164201
YBR204C,,2,633377,633617,0,0.308357,1.209388,1.086958,0.918265,0.25901,0.022855
YDL040C,NAT1,4,381436,381983,0,-0.218964,-0.244831,-0.137007,0.057424,1.535566,0.08664
YDL057W,,4,351037,351433,0,-0.294557,0.556223,0.573596,0.370641,-0.221732,0.118147
YDL063C,,4,340135,340628,0,-3.629274,-5.067188,-4.033788,-4.105446,-1.836064,-0.961112
YDL081C,RPP1A,4,310123,310642,0,0.419222,-0.220481,-0.718169,-0.627853,-0.0364,0.507184
YDL087C,LUC7,4,301000,301413,0,0.37912,0.379521,-0.046809,-0.302947,-0.502469,-0.152254
YDL105W,NSE4,4,271901,272388,0,-0.492681,-0.886618,-1.133164,-1.554065,-0.757282,-0.145848
YDL111C,RRP42,4,264111,264512,0,-0.323136,-0.634079,-0.695045,-0.567421,-0.371483,-0.282568
YDR161W,,4,778716,779037,0,-1.032875,-2.12098,-2.432832,-2.205869,-1.554746,-0.559482
YDR167W,TAF10,4,789216,789443,0,-0.596246,-0.610754,-0.690497,-0.51298,0.880476,-0.328907
YDR183W,PLP1,4,829349,829579,0,-0.670849,-0.349509,-0.215966,-0.208473,-0.801025,-0.186786
YDR189W,SLY1,4,838056,838386,0,0.038452,0.021798,-0.049551,-0.06678,-0.063508,-0.015344
YDR207C,UME6,4,867518,868219,0,0.471355,0.696389,0.352638,0.21244,0.020918,-0.072872
YDR210W-C,,4,884922,883921,0,0.109085,0.128187,0.023424,0.391328,0.213656,0.196058
YDR227W,SIR4,4,917148,917564,0,-0.472552,-0.55963,-0.335611,-0.593173,-0.256825,0.198084
YDR233C,RTN1,4,930352,931123,0,-0.295303,-0.466105,-0.269193,0.036964,-0.082228,0.02626
YDR528W,HLR1,4,1493576,1494575,0,-0.703608,-2.461942,-1.377438,-1.25284,-2.313652,0.485555
YDR534C,FIT1,4,1504890,1505889,0,3.782334,1.567569,2.669744,2.057755,0.6324,3.233474
YEL007W,,5,140891,141890,0,0.082852,-1.514203,-0.25733,-0.618807,-1.908268,0.010136
YEL013W,VAC8,5,128284,128824,0,0.286672,1.027526,0.993261,0.942079,0.431378,0.258733
YEL029C,BUD16,5,97797,98796,0,-0.900792,-0.928379,-0.643445,-0.44616,-0.514849,-0.369225
YEL035C,UTR5,5,85546,85676,0,0.725096,0.590653,1.208319,1.463763,0.875317,1.021367
YEL053C,MAK10,5,56103,56571,0,-0.966583,-1.085585,-0.962193,-1.257692,-0.811751,-0.303793
YEL059C-A,SOM1,5,42625,43252,0,-0.857493,-0.599733,-0.531476,-0.430329,-0.239673,0.139174
YFR006W,,6,155868,156138,0,-0.089818,-1.010937,0.585299,0.518895,-0.890874,0.533701
YFR012W,,6,167251,167880,0,-0.140269,-1.764064,-0.114633,-0.064253,-3.257586,-1.864844
YFR029W,PTR3,6,210056,210924,0,0.059048,-1.437102,0.191613,0.205038,-0.485054,0.261658
YFR033C,QCR6,6,224758,225008,0,0.250314,0.625466,0.807476,0.811545,0.31138,0.284513
YFR051C,RET2,6,251791,252492,0,0.111762,0.231539,0.408646,0.423718,0.029871,-0.049178
YFR057W,,6,268048,269047,0,-1.802398,-1.635142,-1.473085,-1.243305,-1.135429,-1.048852
YGL018C,JAC1,7,459670,459859,0,0.033203,-0.600273,-0.934909,-2.247599,-2.077828,-1.468333
YGR062C,COX18,7,617283,617520,0,-0.755344,-0.429009,-0.125524,-0.131026,-1.79526,-0.41143
YGR068C,,7,627089,627810,0,-0.55398,-0.869645,-0.112496,-0.114412,-0.53374,-0.161409
YGR086C,PIL1,7,650622,651294,0,2.229647,2.35141,2.469396,2.144198,1.357013,1.098391
YGR092W,DBF2,7,667829,668192,0,0.031159,-0.808463,0.222158,0.130051,0.294025,0.427242
YGR109W-A,,7,706614,707613,0,0.316745,-1.428299,0.149774,-0.384747,-0.558748,-0.461225
YGR131W,,7,753849,754730,0,2.165841,2.058784,1.303654,0.938801,0.457191,0.352028
YHR084W,STE12,8,273617,274174,0,-0.349893,-1.357141,-0.729383,-0.711514,-1.623955,-0.246265
YHR090C,YNG2,8,284627,284840,0,-0.030626,-0.548572,0.181482,0.132339,-0.691533,0.28737
YHR108W,GGA2,8,328038,328304,0,-0.560169,-0.849939,-0.16278,-0.0066,0.171152,-0.051805
YHR114W,BZZ1,8,337811,338084,0,0.003083,-0.7438,0.63105,0.539725,0.131425,0.074985
YHR132C,ECM14,8,369797,370056,0,-0.438444,-0.435439,0.248714,0.271843,0.028534,-0.117151
YHR137W,ARO9,8,375102,375710,0,3.19976,3.750826,4.16986,4.133796,2.312473,1.697202
YHR153C,SPO16,8,402685,402968,0,-0.572673,-1.584235,-1.247156,-2.153146,-0.598003,0.428774
YHR159W,,8,417181,417550,0,0.26151,1.081649,0.930778,0.712726,0.520203,0.416576
YJL019W,MPS3,10,402326,402812,0,-0.166411,-1.31192,-0.494171,-0.859681,-2.884465,0.112974
YJL025W,RRN7,10,393519,393882,0,-0.439711,-1.49348,-0.554127,-0.431167,-0.394773,0.457443
YJL044C,GYP6,10,359593,360046,0,0.354189,-0.368417,0.595376,0.510571,0.682204,-0.041411
YJL050W,MTR4,10,342171,342437,0,-2.195506,-3.303471,-4.105621,-3.086317,-1.263741,-0.874045
YJL068C,,10,313832,314030,0,0.263006,0.307554,1.083327,1.195472,1.093204,0.854951
YJL074C,SMC3,10,302766,303097,0,-1.97434,-2.68025,-2.951755,-2.521196,-0.577124,0.143797
YJL092W,SRS2,10,256728,257338,0,-0.135133,-0.230058,-0.597282,-0.724369,0.165188,0.45984
YJL098W,SAP185,10,241571,241998,0,-2.093073,-2.307975,-2.071735,-1.637792,-0.68897,-0.429342
YKL015W,PUT3,11,407632,408186,0,-0.14892,-0.852916,0.351709,0.240539,-0.367185,-0.182881
YKL021C,MAK11,11,398394,398475,0,-0.703015,-1.413739,-1.235148,-1.513521,-1.327105,-1.005698
YKL038W,RGT1,11,364248,365247,0,0.361857,-0.072901,0.752068,0.319444,0.172297,0.000968
YKL061W,,11,324765,325415,0,-0.384437,-0.183911,-0.04115,-0.256517,-0.560465,-0.236753
YKL067W,YNK1,11,313457,314456,0,0.814479,1.487798,1.489952,1.389909,0.802661,0.664955
YKL085W,MDH1,11,278309,278767,0,0.545053,0.420715,0.251687,-0.394169,-0.690272,-0.52013
YKL091C,,11,270296,271295,0,2.096928,3.299843,2.928812,2.632393,1.426999,0.778117
YLL063C,AYT1,12,16073,16639,0,-0.137195,-0.617968,0.695751,0.58582,-1.071114,0.567729
YLR002C,NOC3,12,156334,156854,0,-2.423008,-3.161357,-3.381528,-2.235899,0.060501,-0.636119
YLR020C,YEH2,12,183405,183622,0,-0.874213,-1.1471,-0.401959,-0.379003,0.209558,-0.181051
YLR026C,SED5,12,196474,196830,0,-0.338162,-0.984004,-0.118696,-0.302624,-0.576651,-0.250396
YLR043C,TRX1,12,232015,232391,0,0.1165,0.211101,-0.000634,0.103685,0.055791,-0.027275
YLR049C,,12,245174,245588,0,-0.074707,-0.214392,-0.246367,-0.360678,0.001954,0.088402
YLR067C,PET309,12,270712,271009,0,-0.329623,-0.179903,0.13727,0.050454,-0.128074,0.030626
YLR073C,,12,281623,281957,0,-2.334854,-3.291981,-2.654416,-1.912343,-1.032531,-0.658482
YLR371W,ROM2,12,862253,862712,0,-0.11231,0.213694,0.513325,0.4689,-2.373854,0.432847
YLR377C,FBP1,12,874792,875735,0,0.800661,-0.324979,0.697034,0.682755,-2.040614,1.643405
YLR395C,COX8,12,909966,910235,0,-0.187632,0.575389,0.566047,0.647685,0.331004,0.316608
YLR401C,DUS3,12,924448,925447,0,-2.273176,-2.631411,-2.542806,-1.635186,-0.799799,-0.633881
YLR417W,VPS36,12,954593,955005,0,0.383606,0.149995,0.433621,0.232029,-0.172569,0.22398
YLR423C,ATG17,12,973167,973391,0,0.157983,0.919018,0.955966,0.759225,0.22072,0.385892
YLR440C,SEC39,12,1017694,1018137,0,-0.582551,-0.073345,0.072658,0.349505,-0.041566,-0.159748
YLR446W,,12,1024833,1025209,0,0.980053,1.247434,0.821287,0.666607,0.32254,0.184485
YMR135C,GID8,13,540056,541055,0,0.420904,0.536056,0.851402,0.640022,0.313898,0.13245
YMR140W,SIP5,13,547236,547712,0,0.924282,0.578125,1.230028,0.970899,-2.12565,0.190635
YMR157C,,13,572044,572247,0,-0.398891,-0.49759,0.195806,0.270034,0.437062,-0.066567
YMR161W,HLJ1,13,577515,577716,0,-0.095094,0.017526,-0.134598,-0.11437,-0.298673,-0.185157
YMR177W,MMT1,13,615974,616564,0,-0.650465,-1.294947,-1.638366,-1.58246,-0.680589,-0.282027
YMR183C,SSO2,13,627808,628188,0,-0.33521,-0.226112,-0.372034,-0.375527,-0.542287,-0.245689
YMR199W,CLN1,13,661643,662642,0,-1.536575,-2.121148,-1.649691,-0.7065,-0.101186,0.499786
YMR205C,PFK2,13,674766,675765,0,-0.290881,-0.102391,0.282247,0.597093,0.60453,0.261485
YNL178W,RPS3,14,301680,302679,0,-0.541441,-1.66177,-1.889399,-1.006583,0.175231,0.453167
YNL202W,SPS19,14,259276,259567,0,0.426888,0.122745,1.190117,1.29285,0.763046,0.857578
YNL208W,,14,253899,254416,0,0.586643,1.075954,1.286537,1.615401,1.425721,1.304932
YNL232W,CSL4,14,214599,214921,0,-0.39081,-0.557623,-0.703277,-0.625608,-0.352788,-0.260012
YNL250W,RAD50,14,174409,175408,0,-0.892912,-0.268773,0.046222,0.041784,-0.130761,-0.191206
YNL256W,FOL1,14,164319,164621,0,-1.301515,-1.484245,-1.321784,-0.958765,-0.580889,-0.452025
YOL139C,CDC33,15,61024,61324,0,-0.856037,-1.229667,-1.165051,-0.84221,-0.238005,-0.269337
YOL145C,CTR9,15,52787,53096,0,-0.334253,-0.830712,0.050317,0.157707,0.932618,0.109302
YOL163W,,15,8596,9595,0,-0.283468,-0.256039,0.692261,0.879963,0.80746,0.965473
YOR003W,YSP3,15,331051,331454,0,0.347465,0.099088,0.941642,0.968748,0.406593,0.618231
YOR020C,HSP10,15,370844,371684,0,0.477104,0.464222,0.597793,1.022413,0.790661,0.459753
YOR026W,BUB3,15,379561,379779,0,0.64711,-0.189906,-0.501014,-0.43896,0.078717,0.382845
YOR044W,,15,412329,413005,0,0.297539,0.348467,0.211044,0.042436,0.053228,-0.071908
YOR348C,PUT4,15,988778,989777,0,4.707971,3.116413,5.445129,4.600608,-0.567157,3.259076
YOR354C,MSC6,15,1003221,1004220,0,-0.094373,-0.71333,0.477755,0.485028,0.509642,0.074567
YOR372C,NDD1,15,1036468,1036830,0,0.044455,-0.392155,-0.224324,-0.133496,0.755988,0.50216
YOR378W,,15,1048507,1049506,0,0.444057,-0.406854,0.430329,0.233198,-0.282597,0.456762
YPL002C,SNF8,16,554326,554602,0,0.343896,0.469212,0.529414,0.339316,0.065601,0.063974
YPL008W,CHL1,16,538933,539381,0,-0.369937,-0.056854,-0.153654,-0.233934,-0.142681,0.082966
YPL026C,SKS1,16,502182,503181,0,-0.433457,-0.33402,-0.001337,-0.325326,-0.055529,0.673057
YPL032C,SVL3,16,491363,492016,0,-1.420602,-1.28072,-1.137897,-0.931924,-0.442915,-0.126746
YPR049C,ATG11,16,664671,664957,0,0.525914,0.002327,0.76102,0.599215,-0.347432,0.822447
YPR055W,SEC8,16,667443,667672,0,0.158195,-0.037833,0.579013,0.38008,0.366906,0.315219
YPR073C,LTP1,16,692416,692793,0,-0.146478,0.291672,-0.001289,0.017756,0.036059,-0.025306
YPR079W,MRL1,16,698262,698866,0,0.211095,0.668198,0.751138,0.567722,0.1343,0.126874
YPR097W,,16,724715,725391,0,-0.455987,-0.01202,0.06253,0.064182,-0.073748,0.04215
YPR103W,PRE2,16,731746,732346,0,0.461458,0.966272,0.979453,1.119548,0.511051,-0.073976
YPR121W,THI22,16,777579,778578,0,0.637218,0.456117,0.364141,0.338996,0.339619,0.365288
YPR127W,,16,789321,790078,0,1.408385,2.239761,2.138492,2.204175,1.920277,0.987892
YBL108C-A,,2,7734,8733,0,-0.568845,-0.042734,-0.035753,-0.025736,0.589249,0.050006
YDR079C-A,TFB5,4,603808,604004,0,-0.417294,-0.194423,-0.229644,-0.092349,0.128368,-0.04645
YBL067C,UBP13,2,95885,96671,0,-0.699343,-0.244739,0.263439,0.43713,-0.418794,-0.067531
YBL091C,MAP2,2,48626,48822,0,-0.01676,0.140726,0.181195,0.389583,0.19667,0.317128
YBL112C,,2,2900,2907,0,0.310081,0.503543,0.713588,0.666531,0.459261,0.739617
YBR005W,RCR1,2,245669,245907,0,-0.194092,0.132454,-0.107828,-0.234955,-0.956403,-0.733891
YBR021W,FUR4,2,280607,281442,0,0.662239,-0.610056,-0.508341,0.053125,0.031796,0.722875
YCL031C,RRP7,3,65569,65934,0,-0.546737,-0.598491,-0.642949,-0.521902,-0.736661,-0.430209
YCL037C,SRO9,3,58679,59026,0,-1.804716,-2.790713,-2.07334,-1.070196,-0.885578,-0.843227
YCL056C,,3,27360,27929,0,0.010898,0.245922,0.605615,0.735184,0.376447,-0.00246
YCL064C,CHA1,3,16881,17290,0,-0.074234,0.790583,2.092101,2.194835,0.207379,-0.891621
YCR009C,RVS161,3,131540,132270,0,-0.204859,0.3398,0.350543,0.473507,-0.08705,-0.128034
YCR015C,,3,142168,143167,0,-0.576096,-0.287067,-0.241138,-0.131759,-0.214296,0.046214
YCR028C-A,RIM1,3,173436,173821,0,-0.299593,-0.451004,-0.462518,-0.341414,-0.286326,0.131452
YCR035C,RRP43,3,193014,193292,0,-0.955382,-0.815742,-0.805386,-0.718172,-0.716194,-0.299181
YDL235C,YPD1,4,33919,34238,0,-0.095978,-0.182258,-0.283148,-0.5085,-0.858613,-0.43566
YDL241W,,4,19635,20634,0,-1.153406,-1.643981,-1.634061,-2.009786,-2.454676,-1.491596
YDR011W,SNQ2,4,464993,465915,0,0.254996,-0.012949,0.249826,0.407239,-0.02407,0.375951
YDR017C,KCS1,4,482264,482666,0,0.146442,0.225902,0.319792,-0.126875,-0.605213,-0.17911
YDR034C-A,,4,520689,521310,0,0.150108,-0.053006,0.03392,0.169043,0.157693,0.318983
YDR037W,KRS1,4,524709,525435,0,-0.083451,-0.755203,-1.119948,-1.068497,-0.605784,0.044067
YDR055W,PST1,4,562524,563523,0,-0.700145,-0.103004,1.033064,1.545412,1.181271,0.408878
