ID,coding/noncoding,chromsome,Start Position,Stop Position,Strand,wild-type T4 min,wild-type T8  min,wild-type T12  min,wild-type T16  min,wild-type T20  min,wild-type T30 min,wild-type T40 min,wild-type T60 min,wild-type T30  min rep2,wild-type T30  min rep3,wild-type T30  min rep4,msn2/4ÆÆ t4  min,msn2/4ÆÆÊt8 min,msn2/4ÆÆ t12 min,msn2/4ÆÆÊt16 min,msn2/4ÆÆ t20 min,msn2/4ÆÆ t30 min,msn2/4ÆÆ t40 min, msn2/4ÆÆ t60 min,msn2/4ÆÆ t30 min rep2,msn2/4ÆÆÊt30  min rep3,msn2/4ÆÆ t30 min  rep4
YAR019C,coding,chr01,175183,172328,C,0.03988,0.4217,0.50557,0.86178,1.01789,1.01516,0.79631,0.3899,0.89983,1.07798,0.48234,-0.04209,-0.23167,0.04534,0.46113,0.36585,0.62572,0.43063,0.12167,-0.08896,0.06149,0.65454
YAR019W-A,coding,#N/A,#N/A,#N/A,#N/A,0.12295,0.77328,1.39358,1.64506,0.31216,0.50935,1.59303,-1.89313,NA,-1.08585,NA,2.09555,NA,1.96639,1.82863,1.22505,2.30144,1.57209,0.87336,NA,1.99473,-0.26648
YAR020C,coding,chr01,177123,176676,C,-0.56036,-0.15194,-0.0725,0.58661,0.5095,1.10783,1.23747,0.38986,0.68643,0.81971,0.96903,-0.02379,-0.18197,0.17384,0.55027,0.4566,1.16309,0.76687,0.30582,0.65175,-0.00406,0.38347
YAR023C,coding,chr01,179920,179101,C,0.6146,0.17249,0.61922,0.96732,1.29501,1.19338,0.77971,-0.09707,1.47623,1.19687,0.63434,-0.20318,0.0839,0.42095,0.65268,0.68514,1.04248,0.89464,0.12239,0.40459,0.06927,0.92458
YAR027W,coding,chr01,183620,184595,W,0.58039,0.65986,1.29127,1.68768,1.91038,1.86903,1.58286,1.03728,1.79328,1.49115,1.05001,0.60737,1.0495,1.05444,1.20359,1.49923,0.86055,0.8601,0.95778,0.97866,0.62558,1.42873
YAR028W,coding,chr01,184827,185691,W,0.63521,0.72721,1.21099,1.29473,1.04531,0.3814,-0.18643,-0.715,1.14278,0.80318,-0.18376,0.24159,0.81292,1.05906,1.22311,1.14525,0.37857,-0.47647,-0.39597,-0.26797,-0.39943,1.36696
YAR029W,coding,chr01,186213,186717,W,-0.39345,-0.29905,-0.5254,-0.54193,-0.66056,-0.79808,-0.88429,-0.8235,-0.09777,-0.51249,-1.30524,-0.28404,-0.37918,-0.233,0.01838,-0.44532,-0.29758,-0.74991,-0.75737,-0.69339,-1.01589,-0.15164
YAR030C,coding,#N/A,#N/A,#N/A,#N/A,1.07618,0.81064,0.38279,0.12982,0.30575,0.46065,0.88538,0.22626,-0.61086,0.19906,0.08552,-0.00153,0.08403,0.22069,0.2451,0.56504,-0.01699,-0.10654,-0.63614,-0.15633,0.18554,-0.51747
YAR031W,coding,chr01,186947,187883,W,0.26302,0.48758,0.24251,0.34889,0.97724,-0.17107,-0.12579,-0.95242,0.4338,0.24905,-0.28995,-0.05733,0.10394,0.25482,0.19825,0.22602,-0.44489,-0.08807,-0.75407,0.09309,-0.31293,0.04929
YAR033W,coding,chr01,187999,188983,W,0.16978,0.31857,0.53144,0.85399,0.80462,0.54923,0.54098,0.68407,0.54387,0.72369,0.31449,-0.07855,0.09232,0.19425,0.36284,0.35214,0.52353,0.19106,0.19616,0.44824,-0.07328,0.76492
YAR035C-A,coding,chr01,192513,192153,C,NA,NA,NA,0.18232,NA,NA,1.93577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04929,NA
YAR035W,coding,chr01,190085,192428,W,0.11299,0.18183,-0.05581,0.41799,0.2249,-0.23962,0.76559,0.60639,-1.24486,-0.14539,0.1779,0.67858,0.21683,0.29649,0.43933,-0.3957,0.43413,-0.0182,0.84939,1.05662,0.13312,0.00363
YAR042W,coding,chr01,192532,196307,W,-0.30817,-0.25028,-0.26034,-0.09581,0.07359,0.43681,0.24223,0.4225,-0.03487,0.28395,0.02429,-0.05096,-0.32476,-0.37191,-0.40162,-0.20335,-0.06544,0.07422,0.22408,0.23829,-0.33496,0.31266
YAR047C,coding,#N/A,#N/A,#N/A,#N/A,-0.5759,2.41932,0.96439,-0.25368,NA,0.40348,0.3743,NA,NA,0.14128,0.02174,0.40818,1.93198,0.37768,0.82082,-0.26489,0.73367,0.8177,0.41688,-0.45492,0.65328,-0.69062
YAR050W,coding,chr01,203292,208185,W,-0.00271,0.08738,-0.64578,-0.61507,-0.36135,0.0396,0.42829,0.32385,-0.38292,0.10676,-0.36193,0.01774,-0.33373,-0.60476,-0.73009,-0.71273,0.09088,0.27315,-0.24023,-0.21079,-0.15666,-0.41415
YAR053W,coding,#N/A,#N/A,#N/A,#N/A,0.23315,0.9532,0.21433,-0.43862,0.9111,-0.15443,0.11256,0.46447,NA,-0.99477,-0.51391,0.48193,0.43852,-0.01162,-0.26066,-0.33284,-0.03253,-0.31312,0.08428,-0.47024,-0.12527,-0.99044
YAR060C,coding,#N/A,#N/A,#N/A,#N/A,0.67095,0.4604,-0.18175,-0.64257,0.25368,0.03708,0.12675,-0.02789,-0.69168,-0.30259,-0.19574,-0.19559,0.23253,-0.36055,-0.29552,-0.67705,0.02845,-0.03658,-0.24864,-0.217,-0.58419,-1.19677
YAR061W,coding,#N/A,#N/A,#N/A,#N/A,2.07029,1.93068,1.29128,0.22073,1.38707,-0.01673,1.10078,0.34039,NA,-0.66574,0.31481,0.26725,-0.20349,-0.10528,0.36641,-0.67741,-0.10199,-0.3468,-0.86639,-0.41124,-1.21582,-0.53926
YAR062W,coding,#N/A,#N/A,#N/A,#N/A,0.73818,0.94615,0.13857,-0.06611,0.67463,0.14231,0.57825,0.13397,-0.32772,0.2613,0.05869,0.24951,-0.00193,-0.38152,-0.39849,-0.58247,0.23532,0.555,0.09974,0.04455,-0.07735,-0.6136
YAR064W,coding,chr01,220087,220666,W,1.98791,2.11872,2.70912,2.58719,3.46401,1.6189,2.85705,2.4255,NA,NA,NA,1.57332,1.41589,0.77335,1.04073,0.78661,NA,0.24244,0.66195,-0.61673,0.71194,0.02398
YAR066W,coding,chr01,220938,221829,W,-0.34759,-0.1264,-0.7142,-0.35912,-0.9207,-0.49422,0.04064,-0.47805,-1.59107,-0.58169,-0.72376,-0.31058,-0.67004,-0.62214,-0.43087,-1.4331,-0.30815,-0.55839,-0.26726,-0.60732,-1.07828,-0.49091
YAR068W,coding,chr01,222295,223060,W,-0.43152,0.15243,-0.50356,0.14285,-0.46106,-0.19057,0.30571,0.18772,-1.0382,-0.15652,-0.81045,-0.28122,-0.6371,-0.61645,-0.31243,-0.8221,-0.38439,-0.55519,-0.35532,-0.51977,-1.01561,-0.07273
YAR069C,coding,#N/A,#N/A,#N/A,#N/A,1.47446,1.52953,1.09848,0.19306,0.20163,-0.5945,1.03787,0.58891,NA,NA,-0.24436,0.48479,-0.00242,0.06051,0.10378,-0.80514,0.13392,0.00024,0.54599,0.63568,-0.17708,-0.64647
YAR070C,coding,#N/A,#N/A,#N/A,#N/A,-0.52503,0.45857,-1.32747,-1.75254,-1.39349,-1.15897,0.9064,0.42107,NA,-1.72149,-1.27133,-0.88958,-0.4148,-1.0791,-1.68697,-2.36343,-1.55059,-0.14919,-0.05606,0.21458,0.24482,-1.46199
YAR071W,coding,chr01,225349,227032,W,-0.43667,-0.44106,-0.62443,-0.88482,-1.73239,-3.11832,-2.38001,-0.44679,-1.41102,-2.09115,-4.23728,-0.15529,-0.12353,-0.31588,-0.75702,-1.28323,-2.98206,-2.32436,-0.13871,-1.68401,-1.1244,-1.23387
YAR073W,coding,#N/A,#N/A,#N/A,#N/A,-0.0274,0.24379,0.53989,0.38789,0.54385,-0.20296,-0.50155,-1.12068,-0.28659,-0.03038,-0.59075,0.20566,0.55351,0.32623,0.46595,0.30988,-0.29964,-0.41615,-0.56631,0.36262,-0.25614,0.44392
YAR075W,coding,#N/A,#N/A,#N/A,#N/A,-0.17277,-0.09323,-0.09872,-0.30222,-0.59619,-1.61082,-1.61522,-1.29283,-1.12015,-1.42748,-2.24992,-0.14858,0.05399,0.01297,-0.22601,-0.62636,-1.30038,-1.5553,-1.0209,-0.68707,-0.42901,-0.50482
YBL001C,coding,chr02,237552,237096,C,-0.41183,-0.33707,-0.38315,-0.3373,-0.61365,-0.08452,-0.00093,0.5621,-0.38184,-0.21787,-0.52296,-0.5221,-0.81105,-0.81977,-0.91255,-1.15195,-1.0972,-1.06421,-0.20118,-0.09009,-1.14067,-0.52248
YBL002W,coding,chr02,236372,237092,W,0.00668,-0.33605,-0.59659,-0.93776,-1.97868,-2.63969,-2.83043,-3.13675,-1.86118,-2.27016,-4.0148,-0.48255,-0.10134,-0.59378,-0.84611,-1.66338,-2.56245,-3.34568,-3.26222,-3.17988,-1.5501,-1.46526
YBL003C,coding,chr02,235840,235272,C,-0.13914,-0.57987,-0.60811,-1.15553,-2.16165,-3.07995,-3.39623,-3.45539,-1.73649,-2.49431,-4.12583,0.10648,0.17499,-0.42578,-1.12323,-1.8251,-2.96855,-3.6974,-3.51932,-2.86714,-2.31337,-1.70091
YBL004W,coding,chr02,227516,229332,W,-0.26862,-0.91047,-1.17435,-1.83093,-2.55793,-3.23021,-2.9341,-1.16973,-1.75707,-2.5501,-3.6262,-0.1271,-0.18578,-0.64028,-1.00769,-1.74646,-2.6924,-2.5389,-0.84585,-2.60641,-1.20459,-1.94051
YBL005W,coding,chr02,217404,220492,W,-0.00853,-0.24699,-0.17999,-0.24832,-0.14364,0.06107,-0.15741,-0.28038,-0.32685,-0.12366,-0.68453,-0.02676,-0.16983,-0.21718,0.05059,-0.18667,-0.04451,-0.11592,-0.339,-0.14483,-0.29587,0.02364
YBL005W-A,coding,#N/A,#N/A,#N/A,#N/A,0.05053,-0.29208,0.35324,0.20002,0.02497,-0.05601,-0.25536,0.2662,0.16991,0.14404,-0.78056,-0.2505,-0.18866,-0.00479,0.11312,0.38174,-0.61382,0.13429,-0.10543,-0.28515,0.44106,0.51621
YBL005W-B,coding,#N/A,#N/A,#N/A,#N/A,0.14676,-0.48583,0.12582,-0.21365,-0.31431,-0.31152,-0.69896,0.00176,-0.22279,0.03651,-1.19794,-1.00698,-0.75777,-0.71158,-0.85416,-0.10355,-1.02133,-0.30736,-0.34172,-0.35301,0.05803,0.32243
YBL006C,coding,chr02,217160,216464,C,-0.30338,-0.18977,-0.21637,-0.0518,-0.2598,-0.04714,-0.09094,-0.05902,-0.20088,0.07666,-0.37541,0.1149,-0.09843,0.01826,0.05619,-0.15624,0.23193,-0.2252,-0.41997,0.25879,-0.45166,0.50749
YBL006W-A,coding,#N/A,#N/A,#N/A,#N/A,-0.18373,-0.40986,-0.0487,1.73773,1.48383,1.59362,1.49928,-0.47924,NA,NA,2.11422,1.14848,1.64971,0.9446,1.28805,1.84065,2.51435,1.88358,1.30409,0.91543,1.84311,0.00247
YBL007C,coding,chr02,216480,212624,C,-0.42505,-0.43934,-0.33933,-0.0303,0.00783,0.20868,0.23982,-0.06379,-0.24177,0.07276,-0.26037,0.16235,-0.197,-0.18501,-0.13949,-0.22018,-0.26362,-0.17872,-0.27071,0.10077,-0.36072,0.14619
YBL008W,coding,chr02,209556,211892,W,-0.16997,-0.39794,-0.79765,-0.86768,-0.66447,-0.42746,-0.37458,-0.05977,-0.47666,-0.55354,-0.7367,-0.1165,-0.23208,-0.37818,-0.31186,-0.41496,0.01661,0.0744,0.11438,0.10121,-0.41688,-0.25366
YBL008W-A,coding,chr02,209310,209829,W,0.98778,1.49824,1.99473,0.07528,-0.91083,0.43317,1.38956,-0.1312,-1.31887,0.69436,-1.47761,-0.0495,-0.47054,-0.43484,-0.16599,-0.45522,-1.01364,-0.31191,-0.16612,0.31072,0.36142,1.08855
YBL009W,coding,chr02,207156,209252,W,0.00802,-0.10469,-0.36671,-0.72386,-0.94036,-1.5016,-1.4088,-0.8476,-1.28849,-1.40123,-1.92201,0.07011,-0.07967,-0.28056,-0.51165,-0.70555,-0.87258,-0.83508,-0.46444,-1.09884,-0.78456,-0.60956
YBL010C,coding,chr02,206968,205944,C,0.19957,0.06732,-0.32314,-0.45294,-0.02336,-0.02219,-0.56341,-0.12976,0.31828,-0.15346,-0.55262,0.04917,-0.01773,-0.08153,-0.53026,0.23083,-0.00589,0.11405,-0.14501,-0.07529,-0.30064,0.39163
YBL011W,coding,chr02,203428,205764,W,-0.46709,-0.42831,-0.39149,-0.02893,0.09072,0.33882,0.33998,0.25605,-0.24134,0.15681,-0.38166,-0.10035,-0.34103,-0.34153,-0.30524,-0.42392,-0.24447,-0.35832,-0.14852,0.31215,-0.55929,-0.10543
YBL012C,coding,#N/A,#N/A,#N/A,#N/A,0.04509,-0.44329,-0.2806,1.50012,0.17167,0.04359,-0.84049,-2.65029,NA,-0.50681,1.46733,NA,1.41407,1.20341,1.75212,0.23989,NA,-0.03858,2.64775,NA,0.13743,0.65936
YBL013W,coding,chr02,201957,203442,W,-0.07887,0.2329,0.09564,0.4779,0.31202,0.18865,0.41877,0.07177,0.18704,0.37902,0.15197,0.22244,-0.08072,-0.18064,0.16578,-0.32563,0.34253,-0.37371,-0.14511,0.25175,-0.47315,0.04182
YBL014C,coding,chr02,201791,199023,C,-0.04554,-0.24435,-0.69736,-0.98091,-0.90458,-0.81938,-0.79731,-0.36848,-0.63456,-0.84632,-1.35395,-0.10413,-0.32409,-0.39557,-0.3621,-0.56078,-0.62357,-0.48606,-0.24937,-0.74776,-0.59179,-0.75011
YBL015W,coding,chr02,194027,195779,W,0.5668,1.12246,1.60084,2.01137,2.08747,1.81097,1.70102,1.37638,1.35581,1.65604,1.19664,0.39534,0.29564,0.36279,0.5491,0.23192,0.55666,0.14428,0.93763,1.15273,0.15623,0.5991
YBL016W,coding,chr02,192379,193563,W,-0.5334,-0.39229,-0.55674,-0.5937,-0.554,-0.59311,-0.71757,-0.06507,-0.86567,-0.60761,-1.2265,-0.03286,-0.22303,-0.51323,-0.66274,-0.83971,-0.65136,-0.96967,-0.31025,-0.70407,-0.7516,-0.38122
YBL017C,coding,chr02,191863,186775,C,-0.22174,-0.53255,-0.54664,-0.52429,-0.58753,-0.14142,-0.05447,-0.15304,-0.33385,-0.40556,-0.58989,0.08852,0.00159,-0.25253,-0.18852,-0.59111,-0.32211,-0.16334,-0.05233,-0.30469,-0.36957,-0.53015
YBL018C,coding,chr02,186535,186431,C,-0.32836,-0.73396,-1.24844,-1.80465,-1.74165,-2.19514,-2.11818,-0.84302,-1.76769,-2.06655,-2.6079,-0.0856,-0.48951,-0.65484,-1.34592,-1.29163,-1.50943,-1.67909,-1.00033,-0.87022,-1.09987,-1.45877
YBL019W,coding,chr02,184379,185251,W,0.64279,0.67823,0.66334,0.53713,0.85623,0.61232,-0.01824,0.18755,1.32035,0.58385,0.44332,0.06418,0.334,0.57478,0.69822,0.62443,0.66831,0.46012,0.37332,0.06656,0.18302,0.58596
YBL020W,coding,chr02,182323,184155,W,-0.17235,-0.2919,-0.45735,-0.35207,-0.66062,-0.57215,-0.16029,-0.48062,-0.58093,-0.53538,-1.2617,0.01478,-0.04904,-0.12142,-0.09682,-0.48888,-0.17386,-0.21979,-0.36069,-0.53488,-0.49148,-0.30564
YBL021C,coding,chr02,182151,181495,C,-0.35592,-0.41986,-0.64659,-0.35515,-0.4503,0.11508,0.05979,0.54846,0.18634,0.08079,-0.17297,-0.06852,0.0352,-0.02682,-0.11769,0.02742,0.28459,0.00921,0.10411,0.87391,-0.81432,0.44654
YBL022C,coding,chr02,181407,178271,C,-0.21351,-0.35021,-0.32394,-0.2844,-0.13056,0.61837,0.53818,1.12477,0.252,0.20562,0.12769,0.03562,-0.09224,-0.18972,-0.07404,-0.04082,0.46411,0.94414,1.0412,1.07642,0.29646,0.23233
YBL023C,coding,chr02,177567,174951,C,-0.22802,-0.24553,-0.48881,-0.67505,-0.61553,-0.61002,-0.73654,-0.55484,-0.40242,-0.89448,-1.05579,0.18157,0.07128,-0.11349,-0.13019,-0.44194,-0.16017,-0.21344,-0.35546,-0.08884,-0.28556,-0.47343
YBL024W,coding,chr02,172483,174667,W,-0.34646,-0.62999,-0.62772,-1.26847,-1.73493,-2.20106,-2.24504,-1.04333,-1.01509,-1.76302,-2.91891,0.18417,0.04235,-0.33247,-0.67067,-1.20581,-1.78936,-1.97935,-1.10546,-1.08724,-1.19178,-1.05554
YBL025W,coding,chr02,171419,172211,W,0.19484,-0.14227,-0.22631,-0.6642,-0.18981,-0.26391,-0.59705,-0.19811,0.00379,-0.29658,-0.40598,-0.36758,-0.12249,-0.00696,-0.29052,-0.11226,-0.19633,-0.17339,-0.31447,-0.07898,-0.44418,-0.31214
YBL026W,coding,chr02,170539,170683,W,0.09577,-0.28327,0.29985,-0.33061,-0.26204,-0.79084,-1.35345,-0.52993,-0.00118,-0.38618,-1.44459,-0.41129,0.0362,-0.0093,-0.56409,0.11763,-1.25871,-0.55705,-0.84714,-0.40162,-0.50073,-0.07916
YBL027W,coding,chr02,168324,169557,W,-0.6268,-0.93239,-0.86561,-1.27593,-1.88809,-3.20122,-3.66685,-2.25243,-1.58732,-1.90592,-3.68572,-0.86116,-0.64161,-0.75828,-1.35678,-1.32821,-3.09876,-2.98058,-2.39031,-2.03654,-2.40673,NA
YBL028C,coding,chr02,167895,167351,C,-0.06576,-0.88259,-0.93784,-1.92085,-2.70823,-3.66804,-3.6553,-1.48197,-1.53917,-2.66839,-3.91689,-0.4635,-0.22199,-0.60137,-1.56099,-1.57101,-3.00112,-2.94406,-1.66546,-2.55065,-1.89495,-1.67513
YBL029C-A,coding,chr02,164877,164313,C,0.68803,1.46425,2.19283,2.39763,2.24624,1.74878,1.62243,1.18751,1.48848,1.84449,1.44579,0.5599,0.56093,0.7237,0.54803,0.50348,-0.11301,0.02437,0.21316,0.24886,-0.05194,0.60695
YBL029W,coding,chr02,166091,167363,W,0.52719,0.56244,-0.05091,-0.70229,-0.31791,-1.28685,-1.12834,-0.77389,-1.55028,-1.22191,-0.46613,0.06596,-0.07148,-0.13901,-0.48387,-0.71025,-1.22128,-1.23756,-0.97427,-1.19849,-0.60084,-1.0678
YBL030C,coding,chr02,164143,162767,C,0.00131,0.15718,-0.04459,-0.01885,-0.54701,-0.34661,0.30354,0.18064,-0.84144,-0.31464,-0.74302,-0.08384,-0.44809,-0.50183,-0.25994,-1.1716,-0.46727,-0.43918,0.21288,-0.05964,-0.59587,-0.37899
YBL031W,coding,chr02,161667,162475,W,-0.16567,-0.1763,-0.63146,-1.00225,-0.64163,-1.63204,-1.63914,-1.09993,-0.87508,-0.80275,-1.43904,-0.41926,-0.20543,-0.48939,-1.05675,-0.49921,-1.55115,-1.23274,-0.93941,-0.76371,-1.06434,-0.82585
YBL032W,coding,chr02,160091,161379,W,-0.50138,-0.52631,-0.79072,-0.75006,-1.06293,-1.18277,-1.17496,-1.2783,-1.28372,-0.95605,-1.43381,0.16206,-0.26491,-0.31852,-0.34084,-0.7764,-1.01194,-1.26883,-1.11286,-0.29532,-0.97914,-0.61556
YBL033C,coding,chr02,159727,158703,C,0.70282,1.22448,1.51094,1.86078,1.82738,1.45715,0.72722,0.76149,2.36252,1.65228,0.97147,0.56091,1.08456,1.62352,1.77635,2.21099,1.66532,0.79944,0.39096,0.81321,0.2564,2.9102
YBL034C,coding,chr02,158719,153863,C,-0.14243,-0.51512,-0.83813,-1.03502,-0.90209,-0.68772,-0.90598,-0.62992,-0.4901,-0.66001,-0.85857,-0.22483,-0.23221,-0.6208,-0.5525,-0.37653,-0.43342,-0.21222,-0.36968,-0.69046,-0.45043,-0.3818
YBL035C,coding,chr02,153671,151223,C,-0.24578,-0.50215,-0.76554,-0.93196,-0.79338,-0.57967,-0.75757,-0.19595,-0.87216,-0.79497,-1.15141,-0.07386,-0.31433,-0.46145,-0.53091,-0.19728,-0.06079,-0.24138,0.05808,0.07805,-0.49797,0.02692
YBL036C,coding,chr02,151325,150272,C,-0.18462,-0.79092,-0.62366,-0.97825,-1.06246,-0.80125,-1.08071,-0.27559,-0.68345,-0.75295,-1.37068,-0.31898,-0.3331,-0.32679,-0.78683,-0.55271,-1.05588,-0.70826,-0.24583,-0.23198,-0.78357,-0.34866
YBL037W,coding,chr02,147115,150363,W,-0.17502,-0.38531,-0.47308,-0.30648,0.03763,0.20243,-0.14329,-0.09947,0.09027,-0.16572,-0.2871,-0.03672,-0.11146,-0.25632,-0.16857,0.07537,0.1742,0.28191,0.1103,0.44823,0.15821,0.05518
YBL038W,coding,chr02,146115,146907,W,0.03588,0.24434,0.23281,0.23926,0.30181,0.52325,0.06742,0.6051,0.78957,0.25054,0.28806,-0.3079,0.09461,0.17944,0.1096,0.30408,0.41316,0.6025,0.47415,0.69504,-0.15538,0.69925
YBL039C,coding,chr02,145815,143887,C,-0.3854,-0.62924,-0.74351,-1.45683,-2.37651,-3.77972,-3.65231,-1.44808,-1.54713,-2.83273,-4.67537,0.01718,-0.16448,-0.45326,-0.73792,-1.73123,-3.04909,-3.9325,-1.42609,-3.20489,-1.59176,-1.78357
YBL039W-B,coding,chr02,143294,143753,W,0.06505,-0.17238,0.29447,0.68531,1.02614,0.92826,0.67332,1.11639,1.0999,1.11355,0.38788,-0.29618,-0.24606,-0.26083,-0.3955,0.30102,-0.0763,0.12169,0.47885,1.06914,-0.10048,0.63438
YBL040C,coding,chr02,142927,142847,C,0.05277,-0.13202,0.30185,0.18461,0.20313,0.2381,0.21145,0.09287,-0.13147,0.0516,-0.57902,0.00179,0.0749,0.1418,0.00205,-0.06296,-0.21915,0.15159,0.05554,0.26316,0.08938,0.1963
YBL041W,coding,chr02,141195,142091,W,-0.13916,-0.06897,0.19915,0.14344,0.08925,0.66092,0.49908,0.99639,0.37576,0.48076,0.10767,-0.00054,0.04303,0.2048,-0.04789,0.11447,0.24035,0.5248,0.7361,1.11689,-0.06788,0.68466
YBL042C,coding,chr02,140327,138247,C,-0.65648,-1.12998,-1.8681,-2.32527,-2.90018,-2.50283,-1.10918,0.34955,-2.96378,-1.39181,-3.34623,-0.32184,-0.8502,-1.35956,-1.80406,-2.81399,-2.44764,-1.72134,0.25408,-0.54153,-0.81999,-2.24004
YBL043W,coding,chr02,136323,137555,W,1.53086,1.90671,2.93437,3.07137,2.44111,3.13265,1.69295,1.34418,NA,NA,2.53094,0.79435,1.77843,3.02175,3.60696,3.25303,2.56108,0.66138,1.25766,0.2448,1.39349,1.99327
YBL044W,coding,chr02,136323,137555,W,1.64213,1.95676,1.28205,1.19779,1.91678,-0.59535,1.67702,0.05056,NA,-0.96173,0.72007,0.27521,0.21192,0.80649,0.75084,-0.20242,0.07401,-0.98127,-0.74035,NA,0.68946,-0.56196
YBL045C,coding,chr02,135735,133855,C,-0.09027,0.07857,0.48855,0.61392,0.66424,0.79139,0.60198,0.78654,0.5453,0.56509,0.17428,0.3057,0.14142,0.20119,0.22206,0.01108,-0.07642,-0.28508,0.34415,0.2734,-0.38119,0.5902
YBL046W,coding,chr02,132411,133531,W,0.07698,0.16019,0.00875,-0.10974,-0.16053,-0.16899,-0.83065,-0.38763,0.45838,-0.4014,-0.72063,-0.21064,-0.23836,-0.11172,-0.22348,-0.0367,-0.29771,-0.2567,-0.52053,-0.77356,-0.63918,-0.1153
YBL047C,coding,chr02,132223,127919,C,-0.42582,-0.55254,-0.53517,-0.12094,0.09657,0.51048,0.83967,0.44607,-0.13631,0.24121,0.10401,0.095,-0.37459,-0.5893,-0.31149,-0.45403,0.01736,0.27735,0.35756,0.04429,-0.04892,0.14465
YBL048W,coding,#N/A,#N/A,#N/A,#N/A,NA,1.95324,1.44992,2.84915,4.62239,3.6462,4.0069,3.31146,NA,NA,2.87553,1.17681,1.76528,2.0914,2.95185,2.16885,3.67848,2.43031,2.92965,2.15153,1.52988,4.13697
YBL049W,coding,chr02,126729,127425,W,1.07101,1.15905,3.216,3.86454,4.22366,4.26977,4.51167,4.07089,NA,3.52104,3.91032,1.62637,1.43523,2.24488,3.61726,3.55576,4.21962,3.23373,3.25569,1.66462,2.35024,3.90556
YBL050W,coding,chr02,125043,125155,W,-0.08128,-0.07159,0.31178,0.50255,0.51156,1.27046,1.06943,0.84308,0.99679,0.90869,0.74521,0.04466,0.29195,0.33985,0.4302,0.59611,1.02942,1.05886,0.77843,1.23549,0.03234,0.86275
YBL051C,coding,chr02,124847,122367,C,0.0133,-0.36288,-0.00158,-0.21497,-0.16603,-0.03929,-0.47501,0.13096,0.16033,0.37744,-0.39446,0.03668,0.02117,0.11238,0.06929,0.32778,-0.16984,0.13269,0.21046,0.04894,-0.26222,0.44954
YBL052C,coding,chr02,122142,120079,C,0.37625,-0.32273,-0.91899,-1.52137,-1.2936,-1.42326,-1.82347,-1.09693,-0.50539,-1.7347,-1.28757,-0.46502,-0.50881,-0.65109,-0.9235,-0.8053,-0.83013,-0.49769,-0.57864,-1.47819,-0.86029,-1.27187
YBL053W,coding,#N/A,#N/A,#N/A,#N/A,2.12,2.4295,2.00112,0.72835,1.42872,0.52962,0.8724,0.56975,NA,1.65987,0.77734,1.30835,0.70185,0.87053,0.76173,0.94009,0.57685,0.59687,0.82289,0.0833,0.55262,0.38173
YBL054W,coding,chr02,117483,119259,W,-0.93378,-1.14123,-1.81966,-2.6077,-2.90383,-3.4993,-2.6107,-0.53978,-2.68392,-3.21932,-3.80546,-0.94589,-1.11537,-1.50789,-2.12644,-2.52043,-3.26679,-2.91909,-0.78225,-2.15676,-1.62073,-2.6525
YBL055C,coding,chr02,116871,115487,C,-0.12636,-0.30049,-0.21905,-0.32837,-0.63857,-0.3875,-0.20614,-0.12279,-0.5182,-0.53568,-0.95238,0.01966,0.07678,0.14326,-0.03829,-0.57911,-0.58722,-0.5516,0.09121,-0.25539,-0.51662,-0.31425
YBL056W,coding,chr02,113635,115499,W,-0.13003,-0.26966,0.22828,0.43513,0.40864,0.93418,0.96249,0.5683,0.27654,0.6775,0.27894,-0.03112,-0.00655,-0.06076,-0.05224,0.00378,-0.04547,0.26969,0.26832,0.72542,-0.05125,0.30241
YBL057C,coding,chr02,113439,112759,C,-0.47586,-0.45663,-0.42329,-0.52404,-0.60529,-0.63218,-0.72033,-0.26978,-0.48661,-0.4391,-1.1929,-0.38541,-0.31789,-0.33354,-0.44915,-0.3353,-0.51812,-0.75942,-0.27697,-0.22708,-0.90903,-0.15839
YBL058W,coding,chr02,111403,112771,W,-0.26516,-0.17947,-0.26445,-0.07456,-0.0054,0.78691,0.69404,0.87445,0.32641,0.35794,0.43016,0.15361,-0.24369,-0.32158,-0.2268,-0.35892,0.32077,0.70626,0.72197,0.90511,-0.0816,0.13306
YBL059C-A,coding,chr02,110643,109949,C,0.19336,-0.47861,-0.29523,-0.42164,-0.40102,0.12315,-0.16633,0.22245,0.10016,0.19923,-0.16356,-0.24943,0.08753,0.01606,-0.39071,0.12027,-0.36789,0.01515,0.08295,0.94481,-0.42199,0.35752
YBL059W,coding,chr02,110675,110883,W,0.00217,0.24721,0.44789,0.29257,0.42618,0.05391,-0.15653,0.21884,0.53202,0.55491,0.04716,0.07602,0.24805,0.39582,0.35804,0.68991,0.41509,0.35487,0.35104,0.4606,-0.02248,0.75471
YBL060W,coding,chr02,107819,109795,W,0.00304,-0.03971,-0.55648,-0.8342,-0.22504,0.17919,-0.21793,0.12614,0.25924,-0.0476,-0.12827,-0.13958,0.02719,-0.27274,-0.41091,0.05894,0.14978,0.38381,0.24091,-0.04978,-0.16821,-0.05469
YBL061C,coding,chr02,107511,105319,C,-0.2135,-0.51208,-0.9016,-0.92993,-0.71057,-0.20239,-0.55931,-0.23865,-0.09301,-0.35434,-0.56043,-0.27617,-0.47845,-0.48114,-0.44011,-0.25473,0.26289,0.31136,0.0049,-0.40574,-0.3029,0.00497
