ORF,name,chr,start,end,Yap4_0min,Yap4_5min,Yap4_15min,Yap4_30min,Yap4_45min,Hot1_30min,Msn1_30min,Msn2_0min,Msn2_30min,Msn4_0min,Msn4_30min,Skn7_30min,Smp1_30min,Sko1_0min,Sko1_5min,Sko1_15min,Sko1_30min,Sko1_45min,Yap6_0min,Yap6_30min,Yap4_binding_pat,Sko1_binding_pat
YJR154W,,10,724699,725698,0.574,0.441,1.007,1.39,1.248,,,,,,,,,,,,,,,,3,
YJR160C,MPH3,10,739732,740731,,,,,,,,,,,,,,,,,,,,,,
YKR074W,,11,577851,578850,0.2,0.305,0.369,0.467,0.4,,,,,,,,,,,,,,,,2,
YKR080W,MTD1,11,589037,590036,,,,,,,,,,,,,,,,,,,,,,
YKR098C,UBP11,11,634818,635489,,,,,,,,,,,,,,,,,,,,,,
YKR104W,,11,656374,656473,,,,,,,,,,,,,,,,,,,,,,
YLL016W,SDC25,12,112544,112845,,,,,,,,,,,,,,,,,,,,,,
YLL021W,SPA2,12,100200,100945,,,,,,,,,,,,,,,,,,,,,,
YLL039C,UBI4,12,65207,65774,,,,,,,,,,,,,,,,,,,,,,
YLL045C,RPL8B,12,48629,49628,,,,,,,,,,,,,,,,,,,,,,
YLR277C,YSH1,12,699498,700001,,,,,,,,,,,,,,,,,,,,,,
YLR283W,,12,704962,705187,,,,,,,,,,,,,,,,,,,,,,
YLR300W,EXG1,12,728053,728956,,,,,,,,,0.427,,,0.956,,0.719,0.523,0.43,0.732,0.705,0.523,0.482,,1
YLR306W,UBC12,12,743865,744152,0.252,0.036,0.441,0.5,0.411,,,,,,,,,,,,,,,,3,
YLR323C,CWC24,12,778953,779215,,,,,,,,,,,,,,,,,,,,,,
YLR329W,REC102,12,786118,786730,,,,,,,,,,,,,,,,,,,,,,
YLR347C,KAP95,12,826413,826976,,,,,,,,,,,,,,,,,,,,,,
YLR353W,BUD8,12,833538,834350,,,,,,,,,,,,,,,,,,,,,,
YMR044W,IOC4,13,354730,355382,,,,,,,,,,,,,,,,,,,,,,
YMR049C,ERB1,13,370517,371516,,,,,,,,,,,,,,,,,,,,,,
YMR066W,SOV1,13,401215,401539,,,,,,,,,,,,,,,,,,,,,,
YMR072W,ABF2,13,411264,411567,,,,,,,,,,,,,,,,,,,,,,
YMR088C,VBA1,13,445102,445608,,,,,,,,,,,,,,,,,,,,,,
YMR094W,CTF13,13,455555,455823,,,,,,,,,,,,,,,,,,,,,,
YMR112C,MED11,13,494495,494998,,,,,,,,,,,,,,,,,,,,,,
YMR118C,,13,502734,503733,,,,,,,,,,,,,,,,,,,,,,
YNL082W,PMS1,14,473014,473389,,,,,,,,,,,,,,,,,,,,,,
YNL088W,TOP2,14,457143,457703,,,,,,,,,,,,,,,,,,,,,,
YNL106C,INP52,14,424496,424895,,,,,,,,,,,,,,,,,,,,,,
YNL112W,DBP2,14,413199,413638,,,,,,,,,,,,,,,,,,,,,,
YNL130C,CPT1,14,380832,381245,,,,,,,,,,,,,,,,,,,,,,
YNL136W,EAF7,14,370055,370367,,,,,,,,,,,,,,,,,,,,,,
YNL154C,YCK2,14,345277,345669,,,,,,,,,,,,,,,,,,,,,,
YNL160W,YGP1,14,335545,336544,0.125,0.245,0.342,0.488,0.437,,,,,,,,,,,,,,,,3,
YOL052C,SPE2,15,233635,234634,,,,,,,,,,,,,,,,,,,,,,
YOL069W,NUF2,15,198724,198940,,,,,,,,,,,,,,,,,,,,,,
YOL076W,MDM20,15,186722,187022,,,,,,,,,,,,,,,,,,,,,,
YOL093W,TRM10,15,142554,142813,,,,,,,,,,,,,,,,,,,,,,
YOL115W,PAP2,15,100956,101473,,,,,,,,,,,,,,,,,,,,,,
YOL121C,RPS19A,15,92850,93394,,,,,,,,,,,,,,,,,,,,,,
YOR256C,TRE2,15,810682,811006,,,,,,,,,,,,,,,,,,,,,,
YOR262W,,15,816929,817288,,,,,,,,,,,,,,,,,,,,,,
YOR280C,FSH3,15,845790,846266,,,,,,,,,,,,,,,,,,,,,,
YOR286W,,15,850051,850276,,,,,,,,,,,,,,,,,,,,,,
YOR303W,CPA1,15,882838,882894,,,,,,,,,,,,,,,,,,,,,,
YOR308C,SNU66,15,896383,896820,,,,,,,,,,,,,,,,,,,,,,
YOR326W,MYO2,15,925035,925715,,,,,,,,,,,,,,,,,,,,,,
YOR332W,VMA4,15,943458,943650,,,,,,,,,,,,,,,,,,,,,,
YPL240C,HSP82,16,98626,99484,,,,,,,,,0.392,,,,,,,,,,,,,
YPL246C,RBD2,16,85298,85586,,,,,,,,,,,,,,,,,,,,,,
YPL267W,ACM1,16,37845,38168,,,,,,,,,,,,,,,,,,,,,,
YPR007C,REC8,16,571376,572375,,,,,,,,,,,,,,,,,,,,,,
YPR025C,CCL1,16,614556,615376,-0.002,0.472,1.034,1.083,0.895,,,,,,,,,,,,,,,,2,
YPR031W,NTO1,16,631242,631511,,,,,,,,,,,,,,,,,,,,,,
YFL039C,ACT1,6,54696,55365,0.384,0.279,0.18,0.334,0.291,,,,,,,0.418,,,,,,,0.467,0.487,1,
YLR212C,TUB4,12,566284,566656,,,,,,,,,,,,,,,,,,,,,,
YAL003W,EFB1,1,141433,142175,0.24,0.412,0.923,0.905,0.737,,,,0.708,,,0.387,,0.248,0.515,0.456,0.069,0.446,0.414,0.648,2,3
YAL022C,FUN26,1,110432,110847,,,,,,,,,,,,,,,,,,,,,,
YAL028W,FRT2,1,92271,92900,,,,,,,,,,,,,,,,,,,,,,
YAL049C,,1,52597,52802,,,,,,,,,,,,,,,,,,,,,,
YBR127C,VMA2,2,492817,493075,,,,,,,,,,,,,,,,,,,,,,
YBR133C,HSL7,2,504282,504848,,,,,,,,,,,,,,,,,,,,,,
YBR151W,APD1,2,544487,545021,,,,,,,,,,,,,,,,,,,,,,
YBR157C,ICS2,2,554305,555304,1.086,1.039,1.24,1.615,1.621,,,,,,,1.146,,0.643,0.645,0.469,0.768,0.66,1.004,1.306,1,1
YBR180W,DTR1,2,589109,589735,,,,,,,,,,,,,,,,,,,,,,
YBR198C,TAF5,2,618519,618904,,,,,,,,,,,,,,,,,,,,,,
YBR204C,,2,633377,633617,,,,,,,,,,,,,,,,,,,,,,
YDL040C,NAT1,4,381436,381983,1.121,0.797,1.124,1.312,1.239,,,,,,,,,,,,,,,,1,
YDL057W,,4,351037,351433,,,,,,,,,,,,,,,,,,,,,,
YDL063C,,4,340135,340628,,,,,,,,,,,,,,,,,,,,,,
YDL081C,RPP1A,4,310123,310642,,,,,,,,,,,,,,,,,,,,,,
YDL087C,LUC7,4,301000,301413,,,,,,,,,,,,,,,,,,,,,,
YDL105W,NSE4,4,271901,272388,,,,,,,,,,,,,,,,,,,,,,
YDL111C,RRP42,4,264111,264512,,,,,,,,,,,,,,,,,,,,,,
YDR161W,,4,778716,779037,,,,,,,,,,,,,,,,,,,,,,
YDR167W,TAF10,4,789216,789443,,,,,,,,,,,,,,,,,,,,,,
YDR183W,PLP1,4,829349,829579,,,,,,,,,,,,,,,,,,,,,,
YDR189W,SLY1,4,838056,838386,,,,,,,,,,,,,,,,,,,,,,
YDR207C,UME6,4,867518,868219,,,,,,,,,,,,,,,,,,,,,,
YDR210W-C,,4,884922,883921,,,,,,,,,,,,,,,,,,,,,,
YDR227W,SIR4,4,917148,917564,,,,,,,,,,,,,,,,,,,,,,
YDR233C,RTN1,4,930352,931123,,,,,,,,,,,,,,,,,,,,,,
YDR528W,HLR1,4,1493576,1494575,0.231,0.18,0.527,0.897,0.809,,,,,,,,,,,,,,,,3,
YDR534C,FIT1,4,1504890,1505889,0.267,0.303,0.593,0.696,0.712,,,,,,,,,,,,,,,,3,
YEL007W,,5,140891,141890,0.994,1.157,0.941,0.97,0.945,,0.524,,0.851,,,0.76,,1.193,1.339,1.002,1.028,1.02,1.317,1.301,1,1
YEL013W,VAC8,5,128284,128824,,,,,,,,,,,,,,,,,,,,,,
YEL029C,BUD16,5,97797,98796,,,,,,,,,,,,,,,,,,,,,,
YEL035C,UTR5,5,85546,85676,0.746,0.944,0.906,1.182,0.99,,,,,,,,,,,,,,,,1,
YEL053C,MAK10,5,56103,56571,0.84,1.268,1.506,2,1.634,,,,,,,,,,,,,,,,2,
YEL059C-A,SOM1,5,42625,43252,0.48,0.659,0.782,1.157,1.054,,,,,,,,,,,,,,,,3,
YFR006W,,6,155868,156138,,,,,,,,,,,,,,,,,,,,,,
YFR012W,,6,167251,167880,,,,,,,,,,,,,,,,,,,,,,
YFR029W,PTR3,6,210056,210924,0.009,0.288,0.142,0.454,0.421,,,,,,,,,,,,,,,,6,
YFR033C,QCR6,6,224758,225008,,,,,,,0.614,,,,,,,,,,,,,,,
YFR051C,RET2,6,251791,252492,0.219,0.287,0.478,0.76,0.681,,,,,,,,,,,,,,,,3,
YFR057W,,6,268048,269047,,,,,,,,,,,,,,,,,,,,,,
YGL018C,JAC1,7,459670,459859,,,,,,,,,,,,,,,,,,,,,,
YGR062C,COX18,7,617283,617520,,,,,,,,,,,,,,,,,,,,,,
YGR068C,,7,627089,627810,,,,,,,,,,,,,,,,,,,,,,
YGR086C,PIL1,7,650622,651294,,,,,,0.525,,,,,,1.068,,,,,,,,,,
YGR092W,DBF2,7,667829,668192,,,,,,,,,,,,,,,,,,,,,,
YGR109W-A,,7,706614,707613,,,,,,,,,,,,,,,,,,,,,,
YGR131W,,7,753849,754730,,,,,,,,,,,,,,,,,,,,,,
YHR084W,STE12,8,273617,274174,,,,,,,,,,,,,,,,,,,,,,
YHR090C,YNG2,8,284627,284840,,,,,,,,,,,,,,,,,,,,,,
YHR108W,GGA2,8,328038,328304,,,,,,,,,,,,,,,,,,,,,,
YHR114W,BZZ1,8,337811,338084,,,,,,,,,,,,,,,,,,,,,,
YHR132C,ECM14,8,369797,370056,,,,,,,,,,,,,,,,,,,,,,
YHR137W,ARO9,8,375102,375710,,,,,,,,,,,,,,-0.503,0.556,0.787,1.007,-0.07,,,,4
YHR153C,SPO16,8,402685,402968,,,,,,,,,,,,,,,,,,,,,,
YHR159W,,8,417181,417550,,,,,,,,,,,,,,,,,,,,,,
YJL019W,MPS3,10,402326,402812,,,,,,,,,,,,,,,,,,,,,,
YJL025W,RRN7,10,393519,393882,,,,,,,,,,,,,,,,,,,,,,
YJL044C,GYP6,10,359593,360046,,,,,,,,,,,,,,,,,,,,,,
YJL050W,MTR4,10,342171,342437,,,,,,,,,,,,,,,,,,,,,,
YJL068C,,10,313832,314030,,,,,,,,,,,,,,,,,,,,,,
YJL074C,SMC3,10,302766,303097,,,,,,,,,,,,,,,,,,,,,,
YJL092W,SRS2,10,256728,257338,,,,,,,,,,,,,,,,,,,,,,
YJL098W,SAP185,10,241571,241998,,,,,,,,,,,,,,,,,,,,,,
YKL015W,PUT3,11,407632,408186,,,,,,,,,,,,,,,,,,,,,,
YKL021C,MAK11,11,398394,398475,,,,,,,,,,,,,,,,,,,,,,
YKL038W,RGT1,11,364248,365247,,,,,,,,,,,,,,,,,,,,,,
YKL061W,,11,324765,325415,,,,,,,,,,,,,,,,,,,,,,
YKL067W,YNK1,11,313457,314456,0.141,0.175,0.434,0.505,0.508,,,,,,,,,,,,,,,,3,
YKL085W,MDH1,11,278309,278767,,,,,,,,,,,,,,,,,,,,,,
YKL091C,,11,270296,271295,,,,,,,,,,,,,,,,,,,,,,
YLL063C,AYT1,12,16073,16639,,,,,,,,,,,,,,,,,,,,,,
YLR002C,NOC3,12,156334,156854,,,,,,,,,,,,,,,,,,,,,,
YLR020C,YEH2,12,183405,183622,,,,,,,,,,,,,,,,,,,,,,
YLR026C,SED5,12,196474,196830,,,,,,,,,,,,,,,,,,,,,,
YLR043C,TRX1,12,232015,232391,,,,,,,,,,,,,,,,,,,,,,
YLR049C,,12,245174,245588,,,,,,,,,,,,,,,,,,,,,,
YLR067C,PET309,12,270712,271009,,,,,,,,,,,,,,,,,,,,,,
YLR073C,,12,281623,281957,,,,,,,,,,,,,,,,,,,,,,
YLR371W,ROM2,12,862253,862712,,,,,,,,,,,,,,,,,,,,,,
YLR377C,FBP1,12,874792,875735,,,,,,,,,,,,,,,,,,,,,,
YLR395C,COX8,12,909966,910235,,,,,,,,,,,,,,,,,,,,,,
YLR401C,DUS3,12,924448,925447,0.672,0.838,0.936,1.131,1.051,,,,0.638,,,,,0.41,0.641,0.577,0.462,0.484,,0.43,1,3
YLR417W,VPS36,12,954593,955005,,,,,,,,,,,,,,,,,,,,,,
YLR423C,ATG17,12,973167,973391,,,,,,,,,,,,,,,,,,,,,,
YLR440C,SEC39,12,1017694,1018137,,,,,,,,,,,,,,,,,,,,,,
YLR446W,,12,1024833,1025209,,,,,,,,,,,,,,,,,,,,,,
YMR135C,GID8,13,540056,541055,0.655,0.776,0.807,0.981,0.837,,,,0.564,,,1.937,,1.359,1.25,0.916,1.272,1.12,1.286,1.222,1,1
YMR140W,SIP5,13,547236,547712,,,,,,,,,,,,,,,,,,,,,,
YMR157C,,13,572044,572247,,,,,,,,,,,,,,,,,,,,,,
YMR161W,HLJ1,13,577515,577716,,,,,,,,,,,,,,,,,,,,,,
YMR177W,MMT1,13,615974,616564,0.978,0.835,1.256,1.477,1.361,,,,,,,,,,,,,,,,3,
YMR183C,SSO2,13,627808,628188,,,,,,,,,,,,,,,,,,,,,,
YMR199W,CLN1,13,661643,662642,,,,,,,,,,,,0.696,,,,,,,0.485,0.348,,
YMR205C,PFK2,13,674766,675765,0.239,0.214,0.431,0.568,0.566,,,,,,,,,0.638,0.46,0.534,0.474,0.456,,0.36,3,1
YNL178W,RPS3,14,301680,302679,3.589,2.926,2.872,2.83,2.747,,0.461,,,,,1.174,,,,,,,2.702,,1,
YNL202W,SPS19,14,259276,259567,,,,,,,,,,,,,,,,,,,,,,
YNL208W,,14,253899,254416,,,,,,,,,,,,,,,,,,,,,,
YNL232W,CSL4,14,214599,214921,,,,,,,,,,,,,,,,,,,,,,
YNL250W,RAD50,14,174409,175408,,,,,,,,,,,,,,,,,,,,,,
YNL256W,FOL1,14,164319,164621,,,,,,,,,,,,,,,,,,,,,,
YOL139C,CDC33,15,61024,61324,,,,,,,,,,,,,,,,,,,,,,
YOL145C,CTR9,15,52787,53096,,,,,,,,,,,,,,,,,,,,,,
YOL163W,,15,8596,9595,,,,,,,,,,,,,,,,,,,,,,
YOR003W,YSP3,15,331051,331454,,,,,,,,,,,,,,,,,,,,,,
YOR020C,HSP10,15,370844,371684,,,,,,,,,,,,,,,,,,,,,,
YOR026W,BUB3,15,379561,379779,,,,,,,,,,,,,,,,,,,,,,
YOR044W,,15,412329,413005,,,,,,,,,,,,,,,,,,,,,,
YOR348C,PUT4,15,988778,989777,,,,,,,,,,,,0.818,,,,,,,0.568,0.458,,
YOR354C,MSC6,15,1003221,1004220,,,,,,,,,,,,,,,,,,,,,,
YOR372C,NDD1,15,1036468,1036830,,,,,,,,,,,,,,,,,,,,,,
YOR378W,,15,1048507,1049506,,,,,,,,,,,,,,,,,,,,,,
YPL002C,SNF8,16,554326,554602,,,,,,,,,,,,,,0.211,0.335,0.374,0.369,0.291,,,,2
YPL008W,CHL1,16,538933,539381,,,,,,,,,,,,,,,,,,,,,,
YPL026C,SKS1,16,502182,503181,,,,,,,,,,,,1.088,,1.084,0.754,0.64,1.302,0.98,,,,1
YPL032C,SVL3,16,491363,492016,,,,,,,,,,,,,,,,,,,,,,
YPR049C,ATG11,16,664671,664957,,,,,,,,,,,,,,,,,,,,,,
YPR055W,SEC8,16,667443,667672,,,,,,,,,,,,,,,,,,,,,,
YPR073C,LTP1,16,692416,692793,,,,,,,,,,,,,,,,,,,,,,
YPR079W,MRL1,16,698262,698866,,,,,,,,,,,,,,,,,,,,,,
YPR097W,,16,724715,725391,,,,,,,,,,,,,,,,,,,,,,
YPR103W,PRE2,16,731746,732346,,,,,,,,,,,,,,0.233,0.437,0.325,0.213,0.279,,,,3
YPR121W,THI22,16,777579,778578,,,,,,,,,,,,,,,,,,,,,,
YPR127W,,16,789321,790078,0.905,0.929,1.507,1.609,1.362,,,,,,,,,,,,,,,,3,
YBL108C-A,,2,7734,8733,,,,,,,,,,,,,0.861,0.489,0.595,0.755,0.881,0.605,,,,2
YDR079C-A,TFB5,4,603808,604004,,,,,,,,,,,,,,,,,,,,,,
YBL067C,UBP13,2,95885,96671,,,,,,,,,,,,,,,,,,,,,,
YBL091C,MAP2,2,48626,48822,,,,,,,,,,,,,,,,,,,,,,
YBL112C,,2,2900,2907,,,,,,,,,,,,,,,,,,,,,,
YBR005W,RCR1,2,245669,245907,,,,,,,,,,,,,,,,,,,,,,
YBR021W,FUR4,2,280607,281442,,,,,,,0.475,,,,,,,,,,,,,,,
YCL031C,RRP7,3,65569,65934,,,,,,,,,,,,,,,,,,,,,,
YCL037C,SRO9,3,58679,59026,,,,,,,,,,,,,,,,,,,,,,
YCL056C,,3,27360,27929,,,,,,,,,,,,,,,,,,,,,,
YCL064C,CHA1,3,16881,17290,,,,,,,,,,,,,,,,,,,,,,
YCR009C,RVS161,3,131540,132270,1.24,0.986,1.405,1.518,1.356,,,,,,,,,,,,,,,0.343,1,
YCR015C,,3,142168,143167,0.295,0.203,0.419,0.501,0.581,,,,,,,,,,,,,,,,3,
YCR028C-A,RIM1,3,173436,173821,,,,,,,,,,,,,,,,,,,,,,
YCR035C,RRP43,3,193014,193292,,,,,,,,,,,,,,,,,,,,,,
YDL235C,YPD1,4,33919,34238,0.223,0.112,0.368,0.594,0.523,,,,,,,,,,,,,,,,3,
YDL241W,,4,19635,20634,,,,,,,,,,,,,,,,,,,,,,
YDR011W,SNQ2,4,464993,465915,,,,,,,,,0.396,,,0.476,,0.22,0.391,0.238,0.366,0.345,0.41,0.343,,2
YDR017C,KCS1,4,482264,482666,,,,,,,,,,,,,,,,,,,,,,
YDR034C-A,,4,520689,521310,,,,,,,,,,,,,,,,,,,,,,
YDR037W,KRS1,4,524709,525435,,,,,,,,,,,,,,,,,,,,,,
YDR055W,PST1,4,562524,563523,,,,,,,,,,,,,,,,,,,,,,
YDR061W,,4,573722,574159,,,,,,,,,,,,,,,,,,,,,,
YDR352W,,4,1181251,1181791,,,,,,,,,,,,,,,,,,,,,,
YDR358W,GGA1,4,1189558,1190049,,,,,,,,,,,,,,,,,,,,,,
YDR373W,FRQ1,4,1222139,1222748,,,,,,,,,,,,,,,,,,,,,,
YDR379W,RGA2,4,1229710,1230156,,,,,,,,,,,,,,,,,,,,,,
YDR397C,NCB2,4,1266889,1267461,,,,,,,,,,,,,,,,,,,,,,
YDR403W,DIT1,4,1273693,1274591,,,,,,,,,,,,,,,,,,,,,,
YDR421W,ARO80,4,1311665,1312029,,,,,,,,,,,,,,,,,,,,,,
YDR427W,RPN9,4,1321931,1322194,,,,,,,,,,,,,,,,,,,,,,
YER094C,PUP3,5,349343,349976,,,,,,,,,,,,,,,,,,,,,,
YER100W,UBC6,5,359057,359557,,,,,,,,,,,,,,,,,,,,,,
YER119C,AVT6,5,400839,401131,,,,,,,,,,,,,,,,,,,,,,
YER124C,DSE1,5,409060,410059,,,,,,,,,,,,,,,,,,,,,,
YER140W,,5,451238,451559,,,,,,,,,,,,,,,,,,,,,,
YER146W,LSM5,5,461735,462579,,,,,,,,,,,,,,,,,,,,,,
YER163C,,5,503778,504777,,,,,,,,,,,,,,,,,,,,0.337,,
YER169W,RPH1,5,522664,523363,,,,,,,,,,,,,,,,,,,,,,
YGL150C,INO80,7,225579,226404,,,,,,,,,,,,,,,,,,,,,,
YGL156W,AMS1,7,210054,210420,,,,,,,,,,,,,,,,,,,,,,
YGL174W,BUD13,7,174328,174550,,,,,,,,,,,,,,,,,,,,,,
YGL180W,ATG1,7,159102,160070,,,,,,,,,,,,,,,,,,,,,,
YGL198W,YIP4,7,123310,123595,,,,,,,,,,,,,,,,,,,,,,
YGL222C,EDC1,7,81186,81425,,,,,,,,,,,,,,,,,,,,,,
YGL227W,VID30,7,69331,69670,,,,,,,,,,,,,,,,,,,,,,
YGR283C,,7,1060047,1060664,,,,,,,,,,,,,,,,,,,,,,
YGR289C,MAL11,7,1075820,1076605,0.14,0.373,0.482,0.582,0.485,,,,,,,,,,,,,,,,2,
YHL009W-B,,8,85055,85903,,,,,,,,,,,,,,,,,,,,,,
YHL015W,RPS20,8,74778,75407,,,,,,,,,,,,,,,,,,,,0.344,,
YHL033C,RPL8A,8,36024,36377,,,,,,,,,,,,,,,,,,,,,,
YHL039W,,8,20968,21779,,,,,,,,,,,,,,,,,,,,,,
YIL061C,SNP1,9,245557,246389,,,,,,,,,,,,,,,,,,,,,,
YIL067C,,9,237758,238096,,,,,,,,,,,,,,,,,,,,,,
YIL085C,KTR7,9,202041,202273,,,,,,,,,,,,,,,,,,,,,,
YIL091C,,9,193193,193592,,,,,,,,,,,,,,,,,,,,,,
YIL109C,SEC24,9,160163,160884,1.034,1.014,1.197,1.468,1.385,,,,,,,,,0.686,0.4,0.421,0.462,0.434,,,1,1
YIL115C,NUP159,9,148707,149140,0.409,0.873,1.166,1.264,1.086,,,,,,,,,,,,,,,,2,
YIL133C,RPL16A,9,99417,99860,,,,,,,,,,,,,,,,,,,,,,
YIL139C,REV7,9,88717,89230,,,,,,,,,,,,0.446,,,,,,,,,,
YJL225C,,10,6131,7130,,,,,,,,,,,,,,,,,,,,,,
YJR006W,POL31,10,448672,449115,,,,,,,,,,,,,,,,,,,,,,
YJR029W,,10,477942,478257,,,,,,,,,,,,,,,,,,,,,,
YJR047C,ANB1,10,525296,526249,0.39,0.422,0.56,0.851,0.914,,,,,,0.389,,,,,,,,,,3,
YJR053W,BFA1,10,533673,533940,,,,,,,,,,,,,,,,,,,,,,
YJR077C,MIR1,10,578105,578774,,,,,,,,,,,,1.149,,,,,,,,,,
YKL216W,URA1,11,24216,25215,,,,,,,,,,,,,,,,,,,,,,
YKL222C,,11,5622,6108,,,,,,,,,,,,,,,,,,,,,,
YKR015C,,11,468311,469310,,,,,,,,,,,,,,,,,,,,,,
YKR021W,,11,478475,478876,,,,,,,,,,,,,,,,,,,,,,
YKR038C,KAE1,11,512802,513801,3.051,2.582,2.43,2.605,2.532,,,,,,,0.409,,,,,,,0.562,0.765,1,
YKR044W,UIP5,11,521354,521656,,,,,,,,,,,,,,,,,,,,,,
YKR062W,TFA2,11,558596,559307,0.56,0.332,0.397,0.667,0.739,,,,,,,,,,,,,,,,3,
YKR068C,BET3,11,570552,571254,,,,,,,,,,,,0.364,,,,,,,,,,
YLR197W,SIK1,12,545700,546098,,,,,,,,,,,,,,,,,,,,,,
YLR203C,MSS51,12,551963,552272,,,,,,,,,,,,,,,,,,,,,,
YLR221C,RSA3,12,579027,579320,,,,,,,,,,,,,,,,,,,,,,
YLR227C,ADY4,12,592046,593045,,,,,,,,,,,,,,,,,,,,,,
YLR243W,,12,623885,624204,,,,,,,,,,,,,,,,,,,,,,
YLR249W,YEF3,12,636086,636781,,,,,,,,,,,,,,0.684,0.336,0.563,0.578,0.639,,,,1
YLR265C,NEJ1,12,675458,675621,,,,,,,,,,,,,,,,,,,,,,
YLR271W,,12,682240,682738,,,,,,,,,,,,,,,,,,,,,,
YML097C,VPS9,13,79691,79909,,,,,,,,,,,,,,,,,,,,,,
YML102C-A,,13,69727,69735,,,,,,,,,,,,,,,,,,,,,,
YML118W,NGL3,13,31684,32333,,,,,,,,,,,,,,,,,,,,,,
YML124C,TUB3,13,23685,24038,0.551,0.394,0.733,0.84,0.71,,,,,,,,,,,,,,,,3,
YMR009W,ADI1,13,283101,284100,,,,,,,,,0.397,,,,,,,,,,,,,
YMR015C,ERG5,13,302485,303235,0.84,0.62,0.975,1.373,1.275,,0.468,,,,,,,0.715,0.584,0.659,0.783,0.743,0.511,0.5,3,1
YMR032W,HOF1,13,334742,335296,,,,,,,,,,,,,,,,,,,,,,
YMR038C,CCS1,13,348260,348643,1.57,1.225,1.64,1.988,1.934,,,,,,,,,,,,,,,,1,
YMR325W,,13,921639,922638,,,,,,,,,,,,,0.855,,,,,,,,,
YNL005C,MRP7,14,622429,623332,,,,,,,,,,,,,,,,,,,,,,
YNL023C,FAP1,14,591160,591426,,,,,,,,,,,,,,,,,,,,,,
YNL029C,KTR5,14,578773,579579,,,,,,,,,,,,,,,,,,,,,,
YNL047C,SLM2,14,541881,542303,,,,,,,,,,,,,,,,,,,,,,
YNL053W,MSG5,14,529582,529940,,,,,,,,,,,,,,,,,,,,,,
YNL070W,TOM7,14,492970,493364,,,,,,,,,,,,,,,,,,,,,,
YNL076W,MKS1,14,482976,483554,,,,,,,,,,,,,,,,,,,,,,
YNR040W,,14,699431,699689,,,,,,,,,,,,,,,,,,,,,,
YNR046W,TRM112,14,707608,707787,,,,,,,,,,,,,,,,,,,,,,
YNR064C,,14,750007,750348,,,,,,,,,,,,,,,,,,,,,,
YNR070W,,14,764373,765372,,,,,,,,,,,,,,,,,,,,,,
YOL011W,PLB3,15,304349,305348,,,,,,,,,,,,1.184,,,,,,,0.435,0.428,,
YOL016C,CMK2,15,296121,297078,,,,,,,,,,,,,,,,,,,,,,
YOL034W,SMC5,15,259028,259922,,,,,,,,,,,,,,,,,,,,,,
YOL040C,RPS15,15,253576,254295,,,,,,,,,,,,0.998,,,,,,,0.425,,,
YOR174W,MED4,15,658325,658746,,,,,,,,,,,,,,,,,,,,,,
YOR180C,DCI1,15,675168,675939,0.542,0.249,0.369,0.459,0.392,,,,,,,,,,,,,,,,1,
YOR196C,LIP5,15,716838,717023,,,,,,,,,,,,,,,,,,,,,,
YOR202W,HIS3,15,721708,721945,,,,,,,,,,,,,,,,,,,,,,
YOR220W,,15,755009,755327,,,,,,,,,,,,,,,,,,,,,,
YOR226C,ISU2,15,762085,762825,,,,,,,,,,,,0.343,,,,,,,,,,
YOR244W,ESA1,15,792241,792530,,,,,,,,,,,,,,,,,,,,,,
YOR250C,CLP1,15,802308,802550,,,,,,,,,,,,,,,,,,,,,,
YPL157W,TGS1,16,254309,254812,,,,,,,,,,,,,,,,,,,,,,
YPL163C,SVS1,16,242700,243205,,,,,,,,,,,,,,,,,,,,,,
YPL181W,CTI6,16,202535,203419,0.523,0.327,0.688,1.011,0.95,,,,,,,,,,,,,,,,3,
YPL186C,UIP4,16,195426,195949,,,,,,,,,,,,,,,,,,,,,,
YPL204W,HRR25,16,163596,164274,0.086,0.1,0.37,0.437,0.335,,,,,,,,,,,,,,,,3,
YPL210C,SRP72,16,156212,156489,,,,,,,,,,,,,,,,,,,,,,
YPL228W,CET1,16,117687,118381,,,,,,,,,,,,,,,,,,,,,,
YPL234C,TFP3,16,105441,106172,,,,,,,,,,,,,,,,,,,,,,
YAR018C,KIN3,1,171699,172209,,,,,,,,,,,,,,,,,,,,,,
YAR029W,,1,185590,186314,,,,,,,,,,,,,,,,,,,,,,
YAR071W,PHO11,1,224451,225450,0.424,0.431,0.46,0.766,0.749,,,,,,,,,,,,,,,,3,
YBL004W,UTP20,2,226639,227638,,,,,,,,,,,,,,,,,,,,,,
YBL020W,RFT1,2,182097,182403,,,,,,,,,,,,,,,,,,,,,,
YBL026W,LSM2,2,169626,170625,,,,,,,,,,,,,,,,,,,,,,
YBL044W,,2,135519,136000,,,,,,,,,,,,,,,,,,,,,,
YBL050W,SEC17,2,124762,125127,,,,,,,,,,,,,,,,,,,,,,
YBR234C,ARC40,2,686588,686896,,,,,,,,,,,,,,,,,,,,,,
YBR240C,THI2,2,701838,702584,,,,,,,,,,,,,,,,,,,,,,
YBR258C,SHG1,2,730158,730382,,,,,,,,,,,,,,,,,,,,,,
YBR264C,YPT10,2,738365,738577,,,,,,,,,,,,,,,,,,,,,,
YBR282W,MRPL27,2,767602,768235,,,,,,,,,,,,,,,,,,,,,,
YBR288C,APM3,2,779460,779663,,,,,,,,,,,,,,,,,,,,,,
